,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.8507462686567164,0.7142857142857143,0.625,0.6666666666666666,0.8742340686274511,36,39,0.9230769230769231,2044,2389,0.8555881121808288,3,5,10,10,15,0.2
tree generator (disc),0.7761194029850746,0.525,0.65625,0.5833333333333334,0.8125,39,39,1.0,1973,2389,0.8258685642528254,3,5,10,10,15,0.2
RuleFit Classifier (conti),0.7611940298507462,0.5,0.65625,0.5675675675675675,0.8189338235294117,39,39,1.0,1924,2389,0.8053578903306823,3,5,10,10,15,0.2
tree generator (conti),0.835820895522388,0.6470588235294118,0.6875,0.6666666666666667,0.8613664215686274,38,39,0.9743589743589743,2004,2389,0.8388447048974467,3,5,10,10,15,0.2
linear svm (L),0.6417910447761194,0.38571428571428573,0.84375,0.5294117647058824,0.7950367647058824,36,39,0.9230769230769231,1037,2389,0.4340728338216827,3,5,10,10,15,0.2
non-linear svm (L),0.6417910447761194,0.3918918918918919,0.90625,0.5471698113207547,0.8158700980392156,36,39,0.9230769230769231,1049,2389,0.43909585600669737,3,5,10,10,15,0.2
logistic regression (L),0.8208955223880597,0.7857142857142857,0.34375,0.4782608695652174,0.8783700980392156,39,39,1.0,1139,2389,0.4767685223943072,3,5,10,10,15,0.2
linear svm,0.8582089552238806,0.7096774193548387,0.6875,0.6984126984126984,0.8985906862745099,36,39,0.9230769230769231,2030,2389,0.8497279196316451,3,5,10,10,15,0.2
non-linear svm,0.835820895522388,0.7272727272727273,0.5,0.5925925925925926,0.9019607843137255,39,39,1.0,2124,2389,0.8890749267475931,3,5,10,10,15,0.2
logistic regression,0.8432835820895522,0.6896551724137931,0.625,0.6557377049180328,0.9031862745098039,39,39,1.0,2047,2389,0.8568438677270824,3,5,10,10,15,0.2
rule_based_prediction,0.23880597014925373,0.23880597014925373,1.0,0.38554216867469876,0.5,16,39,0.41025641025641024,1157,2389,0.48430305567182924,3,5,10,10,15,0.2
