,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
0,Glucose_High,Outcome,0.1529850746268656,0.7321428571428572,2.109831029185868,1,0,0,21
1,Outcome,¬ BMI_Medium,0.2238805970149253,0.6451612903225806,0.9965603792879056,1,,,
2,Outcome,BMI_Medium,0.2350746268656716,0.6774193548387097,1.2103225806451614,1,,,
3,Pregnancies_Low ⊗ Outcome,¬ BMI_Medium,0.1026119402985074,0.611111111111111,0.9439641370477104,2,,,
4,Pregnancies_Low ⊗ Outcome,BMI_Medium,0.1156716417910447,0.6888888888888889,1.2308148148148148,2,,,
5,Pregnancies_Low ⊗ Outcome,Age_Low,0.126865671641791,0.7555555555555555,1.1064966605950213,2,,,
6,Outcome ⊗ Age_Low,Pregnancies_Low,0.126865671641791,0.6868686868686869,1.0796528333185225,2,,,
7,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1231343283582089,0.6804123711340206,1.0510116165067294,2,,,
8,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1194029850746268,0.6597938144329897,1.178831615120275,2,,,
9,Glucose_High ⊗ BMI_Medium,Outcome,0.1044776119402985,0.7567567567567567,2.180761406567858,2,0,0,13
10,Glucose_High ⊗ Outcome,BMI_Medium,0.1044776119402985,0.6829268292682926,1.2201626016260163,2,,,
11,Outcome ⊗ SkinThickness_Medium,¬ BMI_Medium,0.1063432835820895,0.6063829787234042,0.9366607394690049,2,,,
12,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1548507462686567,0.6916666666666667,1.235777777777778,2,,,
13,Outcome ⊗ BMI_Medium,BloodPressure_Medium,0.1548507462686567,0.6587301587301587,1.0175197840903891,2,,,
14,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.125,0.6568627450980392,1.014635248912245,2,,,
15,Outcome ⊗ Age_Low,BloodPressure_Medium,0.125,0.6767676767676768,1.0453817716065557,2,,,
16,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1287313432835821,0.7340425531914894,1.3114893617021277,2,,,
17,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.125,0.6568627450980392,1.1735947712418302,2,,,
18,Outcome ⊗ Age_Low,BMI_Medium,0.1231343283582089,0.6666666666666666,1.1911111111111112,2,,,
