,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
0,Pregnancies_Low,¬ Age_Low,0.167910447761194,0.2639296187683285,0.7605713745151832,1,1,89,89
1,Outcome,¬ Age_Low,0.167910447761194,0.4838709677419355,0.7605713745151831,1,,,
2,Pregnancies_Medium,Outcome,0.1231343283582089,0.4817518248175182,1.3882740758182246,1,0,0,32
3,Outcome,Pregnancies_Medium,0.1231343283582089,0.3548387096774193,1.3882740758182246,1,,,
4,Glucose_Medium,¬ Age_Low,0.1809701492537313,0.3040752351097178,0.8762598173054235,1,1,81,81
5,Outcome,¬ Age_Low,0.1809701492537313,0.521505376344086,0.8762598173054235,1,,,
6,Glucose_High,Outcome,0.1529850746268656,0.7321428571428572,2.109831029185868,1,0,0,21
7,Outcome,Glucose_High,0.1529850746268656,0.4408602150537634,2.109831029185868,1,,,
8,BloodPressure_Medium,¬ Age_Low,0.2238805970149253,0.345821325648415,0.9965603792879056,1,1,89,89
9,Outcome,¬ Age_Low,0.2238805970149253,0.6451612903225806,0.9965603792879056,1,,,
10,SkinThickness_Low,¬ Age_Low,0.1343283582089552,0.3025210084033613,0.8717809704526971,1,1,56,56
11,Outcome,¬ Age_Low,0.1343283582089552,0.3870967741935484,0.8717809704526972,1,,,
12,SkinThickness_Medium,Outcome,0.1753731343283582,0.3775100401606426,1.0878783953016369,1,0,0,65
13,Outcome,SkinThickness_Medium,0.1753731343283582,0.5053763440860215,1.0878783953016369,1,,,
14,BMI_Medium,Outcome,0.2350746268656716,0.42,1.2103225806451614,1,0,0,74
15,Outcome,BMI_Medium,0.2350746268656716,0.6774193548387097,1.2103225806451614,1,,,
16,DiabetesPedigreeFunction_Low,¬ Age_Low,0.1902985074626865,0.3090909090909091,0.890713587487781,1,1,84,84
17,Outcome,¬ Age_Low,0.1902985074626865,0.5483870967741935,0.8907135874877811,1,,,
18,DiabetesPedigreeFunction_Medium,Outcome,0.1100746268656716,0.3806451612903226,1.0969129379118974,1,0,0,38
19,Outcome,DiabetesPedigreeFunction_Medium,0.1100746268656716,0.3172043010752688,1.0969129379118974,1,,,
20,Age_Low,¬ Age_Low,0.1847014925373134,0.2704918032786885,0.7794817556848229,1,1,87,87
21,Outcome,¬ Age_Low,0.1847014925373134,0.532258064516129,0.7794817556848228,1,,,
22,Age_Medium,Outcome,0.126865671641791,0.5230769230769231,1.5073614557485526,1,0,0,29
23,Outcome,Age_Medium,0.126865671641791,0.3655913978494624,1.5073614557485526,1,,,
24,Pregnancies_Low ⊗ BloodPressure_Medium,¬ Age_Low,0.1026119402985074,0.259433962264151,0.7476161493203491,2,1,58,58
25,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1026119402985074,0.4583333333333333,0.7204301075268817,2,,,
26,Pregnancies_Low ⊗ Outcome,¬ Age_Low,0.1026119402985074,0.611111111111111,0.9439641370477104,2,,,
27,BloodPressure_Medium,¬ Age_Low,0.1026119402985074,0.1585014409221902,0.9439641370477106,1,,,
28,BloodPressure_Medium,¬ Age_Low,0.1026119402985074,0.1585014409221902,0.9439641370477106,1,1,89,89
29,Pregnancies_Low,¬ Age_Low,0.1026119402985074,0.1612903225806451,0.7204301075268817,1,1,89,89
30,Pregnancies_Low,¬ Age_Low,0.1026119402985074,0.1612903225806451,0.7204301075268817,1,,,
31,Outcome,¬ Age_Low,0.1026119402985074,0.2956989247311828,0.747616149320349,1,,,
32,Outcome,¬ Age_Low,0.1026119402985074,0.2956989247311828,0.747616149320349,1,,,
33,Pregnancies_Low ⊗ BMI_Medium,Outcome,0.1156716417910447,0.3604651162790698,1.0387596899224807,2,0,0,52
34,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1156716417910447,0.492063492063492,0.7734487734487734,2,,,
35,Pregnancies_Low ⊗ Outcome,BMI_Medium,0.1156716417910447,0.6888888888888889,1.2308148148148148,2,,,
36,BMI_Medium,Pregnancies_Low,0.1156716417910447,0.2066666666666667,1.2308148148148148,1,,,
37,BMI_Medium,Outcome,0.1156716417910447,0.2066666666666667,1.2308148148148148,1,0,0,74
38,Pregnancies_Low,¬ Age_Low,0.1156716417910447,0.1818181818181818,0.7734487734487734,1,1,89,89
39,Pregnancies_Low,¬ Age_Low,0.1156716417910447,0.1818181818181818,0.7734487734487734,1,,,
40,Outcome,Pregnancies_Low,0.1156716417910447,0.3333333333333333,1.0387596899224807,1,,,
41,Outcome,BMI_Medium,0.1156716417910447,0.3333333333333333,1.0387596899224807,1,,,
42,Pregnancies_Low ⊗ Age_Low,¬ Age_Low,0.126865671641791,0.2266666666666666,0.6531899641577061,2,1,75,75
43,Pregnancies_Low ⊗ Outcome,Age_Low,0.126865671641791,0.7555555555555555,1.1064966605950213,2,,,
44,Outcome ⊗ Age_Low,Pregnancies_Low,0.126865671641791,0.6868686868686869,1.0796528333185225,2,,,
