,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.8507462686567164,0.7142857142857143,0.625,0.6666666666666666,0.8742340686274511,5,8,0.625,163,284,0.573943661971831,3,5,10,10,15,0.4
tree generator (disc),0.7761194029850746,0.525,0.65625,0.5833333333333334,0.8125,8,8,1.0,146,284,0.5140845070422535,3,5,10,10,15,0.4
RuleFit Classifier (conti),0.7611940298507462,0.5,0.65625,0.5675675675675675,0.8189338235294117,8,8,1.0,149,284,0.5246478873239436,3,5,10,10,15,0.4
tree generator (conti),0.835820895522388,0.6470588235294118,0.6875,0.6666666666666667,0.8613664215686274,7,8,0.875,163,284,0.573943661971831,3,5,10,10,15,0.4
linear svm (L),0.6417910447761194,0.3918918918918919,0.90625,0.5471698113207547,0.8186274509803921,6,8,0.75,76,284,0.2676056338028169,3,5,10,10,15,0.4
non-linear svm (L),0.6865671641791045,0.42857142857142855,0.9375,0.588235294117647,0.850796568627451,5,8,0.625,102,284,0.3591549295774648,3,5,10,10,15,0.4
logistic regression (L),0.8208955223880597,0.7,0.4375,0.5384615384615384,0.8857230392156863,8,8,1.0,209,284,0.7359154929577465,3,5,10,10,15,0.4
linear svm,0.8582089552238806,0.7096774193548387,0.6875,0.6984126984126984,0.8985906862745099,5,8,0.625,164,284,0.5774647887323944,3,5,10,10,15,0.4
non-linear svm,0.835820895522388,0.7272727272727273,0.5,0.5925925925925926,0.9019607843137255,8,8,1.0,192,284,0.676056338028169,3,5,10,10,15,0.4
logistic regression,0.8432835820895522,0.6896551724137931,0.625,0.6557377049180328,0.9031862745098039,8,8,1.0,171,284,0.602112676056338,3,5,10,10,15,0.4
rule_based_prediction,0.23880597014925373,0.23880597014925373,1.0,0.38554216867469876,0.5,0,8,0.0,0,284,0.0,3,5,10,10,15,0.4
