,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7761194029850746,0.7333333333333333,0.5,0.5945945945945945,0.8353535353535353,4,4,1.0,89,114,0.7807017543859649,0,5,10,0.6,15,0.6
tree generator (disc),0.7761194029850746,0.675,0.6136363636363636,0.6428571428571429,0.8170454545454545,4,4,1.0,93,114,0.8157894736842105,0,5,10,0.6,15,0.6
RuleFit Classifier (conti),0.7761194029850746,0.6842105263157895,0.5909090909090909,0.6341463414634148,0.8101010101010101,4,4,1.0,95,114,0.8333333333333334,0,5,10,0.6,15,0.6
tree generator (conti),0.7761194029850746,0.6842105263157895,0.5909090909090909,0.6341463414634148,0.8347222222222223,4,4,1.0,92,114,0.8070175438596491,0,5,10,0.6,15,0.6
linear svm (L),0.664179104477612,0.4925373134328358,0.75,0.5945945945945946,0.7808080808080808,4,4,1.0,17,114,0.14912280701754385,0,5,10,0.6,15,0.6
non-linear svm (L),0.7164179104477612,0.5576923076923077,0.6590909090909091,0.6041666666666667,0.7823232323232323,3,4,0.75,11,114,0.09649122807017543,0,5,10,0.6,15,0.6
logistic regression (L),0.7835820895522388,0.7777777777777778,0.4772727272727273,0.5915492957746479,0.8027777777777777,2,4,0.5,9,114,0.07894736842105263,0,5,10,0.6,15,0.6
linear svm,0.7686567164179104,0.696969696969697,0.5227272727272727,0.5974025974025974,0.8095959595959595,4,4,1.0,89,114,0.7807017543859649,0,5,10,0.6,15,0.6
non-linear svm,0.8059701492537313,0.8214285714285714,0.5227272727272727,0.6388888888888888,0.8166666666666667,4,4,1.0,92,114,0.8070175438596491,0,5,10,0.6,15,0.6
logistic regression,0.7761194029850746,0.71875,0.5227272727272727,0.6052631578947368,0.8214646464646465,4,4,1.0,90,114,0.7894736842105263,0,5,10,0.6,15,0.6
