,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7761194029850746,0.7333333333333333,0.5,0.5945945945945945,0.8345959595959596,2,2,1.0,32,57,0.5614035087719298,0,5,10,10,100,0.8
tree generator (disc),0.7761194029850746,0.675,0.6136363636363636,0.6428571428571429,0.8170454545454545,2,2,1.0,36,57,0.631578947368421,0,5,10,10,100,0.8
RuleFit Classifier (conti),0.746268656716418,0.631578947368421,0.5454545454545454,0.5853658536585366,0.7972222222222222,2,2,1.0,39,57,0.6842105263157895,0,5,10,10,100,0.8
tree generator (conti),0.7761194029850746,0.6842105263157895,0.5909090909090909,0.6341463414634148,0.8347222222222223,2,2,1.0,35,57,0.6140350877192983,0,5,10,10,100,0.8
linear svm (L),0.7014925373134329,0.532258064516129,0.75,0.6226415094339622,0.7898989898989899,2,2,1.0,7,57,0.12280701754385964,0,5,10,10,100,0.8
non-linear svm (L),0.6940298507462687,0.5272727272727272,0.6590909090909091,0.5858585858585857,0.7790404040404041,1,2,0.5,1,57,0.017543859649122806,0,5,10,10,100,0.8
logistic regression (L),0.7835820895522388,0.7586206896551724,0.5,0.6027397260273972,0.7941919191919192,1,2,0.5,3,57,0.05263157894736842,0,5,10,10,100,0.8
linear svm,0.7686567164179104,0.696969696969697,0.5227272727272727,0.5974025974025974,0.8095959595959595,2,2,1.0,32,57,0.5614035087719298,0,5,10,10,100,0.8
non-linear svm,0.8059701492537313,0.8214285714285714,0.5227272727272727,0.6388888888888888,0.8166666666666667,2,2,1.0,35,57,0.6140350877192983,0,5,10,10,100,0.8
logistic regression,0.7761194029850746,0.71875,0.5227272727272727,0.6052631578947368,0.8214646464646465,2,2,1.0,33,57,0.5789473684210527,0,5,10,10,100,0.8
