,rule,type,coef,support,importance
0,Pregnancies_Low,linear,-0.056551882172015004,1.0,0.0269535386712448
3,Glucose_Low,linear,-1.3083007034180183,1.0,0.5387613407410548
5,Glucose_High,linear,1.129258436613836,1.0,0.4449294109658623
12,BMI_Low,linear,-0.9321548978643067,1.0,0.4364677959870808
15,DiabetesPedigreeFunction_Low,linear,-0.1918307722291021,1.0,0.0928696732666776
18,Age_Low,linear,-0.5931385587926519,1.0,0.2789492675329394
182,Pregnancies_Medium <= 0.5 & Glucose_High <= 0.5 & Pregnancies_High <= 0.5 & BMI_Low > 0.5 & SkinThickness_Medium <= 0.5 & Age_High <= 0.5,rule,-0.4652914230958998,0.15588235294117647,0.1687815664432758
373,Glucose_Low > 0.5 & BMI_Medium <= 0.5,rule,-0.05431342769664527,0.10914454277286136,0.016936039078120864
500,Glucose_High > 0.5 & Age_High <= 0.5 & BloodPressure_High <= 0.5 & SkinThickness_High > 0.5,rule,-0.05802191306833843,0.011976047904191617,0.006311499364554565
603,Glucose_High <= 0.5 & DiabetesPedigreeFunction_Low > 0.5 & Age_Medium > 0.5 & SkinThickness_High <= 0.5 & BloodPressure_Medium > 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_High <= 0.5 & Glucose_Low <= 0.5,rule,-0.41538915838164475,0.023668639053254437,0.06314521124341056
1240,Glucose_High > 0.5 & DiabetesPedigreeFunction_Low <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & SkinThickness_High <= 0.5,rule,0.11792600615259165,0.04129793510324484,0.023464731576470513
2132,BMI_Low <= 0.5 & Glucose_High <= 0.5 & Glucose_Medium > 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium <= 0.5 & BloodPressure_High <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & BMI_High <= 0.5 & Age_High <= 0.5 & Age_Low <= 0.5,rule,0.16744092734570462,0.02064896755162242,0.023811128801837667
2445,Glucose_High <= 0.5 & Glucose_Low > 0.5 & DiabetesPedigreeFunction_High <= 0.5 & Pregnancies_Low <= 0.5,rule,-0.08810509469410183,0.03903903903903904,0.017064888465155553
