,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,frozenset({'Outcome'}),frozenset({'Glucose_Medium'}),0.34701492537313433,0.5951492537313433,0.18097014925373134,0.521505376344086,0.8762598173054235,-0.025555524615727354,0.8460925708535971,-0.1778068390971618
1,frozenset({'Glucose_High'}),frozenset({'Outcome'}),0.208955223880597,0.34701492537313433,0.15298507462686567,0.7321428571428572,2.109831029185868,0.08047449320561373,2.4378109452736325,0.664979291302347
2,frozenset({'Outcome'}),frozenset({'BloodPressure_Medium'}),0.34701492537313433,0.6473880597014925,0.22388059701492538,0.6451612903225806,0.9965603792879056,-0.000772722209846255,0.9937245590230666,-0.005257922410117703
3,frozenset({'Outcome'}),frozenset({'SkinThickness_Medium'}),0.34701492537313433,0.46455223880597013,0.17537313432835822,0.5053763440860215,1.0878783953016367,0.014166573847182007,1.0825356911096689,0.12370820668693014
4,frozenset({'Outcome'}),frozenset({'BMI_Medium'}),0.34701492537313433,0.5597014925373134,0.23507462686567165,0.6774193548387097,1.2103225806451614,0.040849855201603946,1.3649253731343287,0.266122448979592
5,frozenset({'Outcome'}),frozenset({'DiabetesPedigreeFunction_Low'}),0.34701492537313433,0.6156716417910447,0.19029850746268656,0.5483870967741935,0.8907135874877811,-0.023348741367787917,0.8510127931769723,-0.1581777023203169
6,frozenset({'Outcome'}),frozenset({'Age_Low'}),0.34701492537313433,0.6828358208955224,0.18470149253731344,0.532258064516129,0.7794817556848228,-0.05225272889284918,0.6780751415337106,-0.30228343602754615
7,frozenset({'Age_Medium'}),frozenset({'Outcome'}),0.24253731343283583,0.34701492537313433,0.12686567164179105,0.5230769230769231,1.5073614557485526,0.04270160392069504,1.3691622532498797,0.44436395247754273
84,"frozenset({'Outcome', 'Pregnancies_Low'})",frozenset({'BloodPressure_Medium'}),0.16791044776119404,0.6473880597014925,0.10261194029850747,0.611111111111111,0.9439641370477105,-0.006091278681220752,0.9067164179104478,-0.06659056316590553
85,"frozenset({'Outcome', 'Pregnancies_Low'})",frozenset({'BMI_Medium'}),0.16791044776119404,0.5597014925373134,0.11567164179104478,0.6888888888888889,1.2308148148148148,0.021691913566495885,1.4152452025586355,0.22537248661941275
86,"frozenset({'Age_Low', 'Outcome'})",frozenset({'Pregnancies_Low'}),0.18470149253731344,0.6361940298507462,0.12686567164179105,0.6868686868686869,1.0796528333185225,0.009359684785030076,1.1618319691863264,0.09048997173240007
87,"frozenset({'Outcome', 'Pregnancies_Low'})",frozenset({'Age_Low'}),0.16791044776119404,0.6828358208955224,0.12686567164179105,0.7555555555555555,1.1064966605950213,0.012210403207841378,1.2974898236092263,0.11566868900026366
88,"frozenset({'Glucose_Medium', 'Outcome'})",frozenset({'BloodPressure_Medium'}),0.18097014925373134,0.6473880597014925,0.12313432835820895,0.6804123711340206,1.0510116165067294,0.00597641456894632,1.1033341357727493,0.05926002623041354
89,"frozenset({'Outcome', 'BloodPressure_Medium'})",frozenset({'Glucose_Medium'}),0.22388059701492538,0.5951492537313433,0.12313432835820895,0.5499999999999999,0.9241379310344826,-0.010108041880151492,0.8996683250414592,-0.09565217391304355
90,"frozenset({'Glucose_Medium', 'Outcome'})",frozenset({'BMI_Medium'}),0.18097014925373134,0.5597014925373134,0.11940298507462686,0.6597938144329897,1.178831615120275,0.01811372243261307,1.2942107643600183,0.18522209567198192
91,"frozenset({'BMI_Medium', 'Outcome'})",frozenset({'Glucose_Medium'}),0.23507462686567165,0.5951492537313433,0.11940298507462686,0.5079365079365079,0.853460715529681,-0.02050150367565161,0.8227611940298506,-0.1833177715530658
92,"frozenset({'Glucose_High', 'BMI_Medium'})",frozenset({'Outcome'}),0.13805970149253732,0.34701492537313433,0.1044776119402985,0.7567567567567567,2.180761406567858,0.05656883492982846,2.684494195688225,0.6281694495980209
93,"frozenset({'Glucose_High', 'Outcome'})",frozenset({'BMI_Medium'}),0.15298507462686567,0.5597014925373134,0.1044776119402985,0.6829268292682926,1.2201626016260163,0.01885163733570952,1.388633754305396,0.2130270610446823
94,frozenset({'Glucose_High'}),"frozenset({'BMI_Medium', 'Outcome'})",0.208955223880597,0.23507462686567165,0.1044776119402985,0.5,2.126984126984127,0.05535754065493428,1.5298507462686568,0.6698113207547168
95,"frozenset({'Outcome', 'SkinThickness_Medium'})",frozenset({'BloodPressure_Medium'}),0.17537313432835822,0.6473880597014925,0.10634328358208955,0.6063829787234042,0.9366607394690049,-0.0071911895745154775,0.895824929407019,-0.07578870139398382
96,"frozenset({'BMI_Medium', 'Outcome'})",frozenset({'BloodPressure_Medium'}),0.23507462686567165,0.6473880597014925,0.15485074626865672,0.6587301587301587,1.0175197840903893,0.0026662396970372204,1.0332349878514406,0.02250955039670894
97,"frozenset({'Outcome', 'BloodPressure_Medium'})",frozenset({'BMI_Medium'}),0.22388059701492538,0.5597014925373134,0.15485074626865672,0.6916666666666667,1.2357777777777779,0.029544441969258206,1.427995159338443,0.24582947173308634
98,"frozenset({'DiabetesPedigreeFunction_Low', 'Outcome'})",frozenset({'BloodPressure_Medium'}),0.19029850746268656,0.6473880597014925,0.125,0.6568627450980392,1.014635248912245,0.0018030184896413587,1.0276119402985076,0.01781415503129527
99,"frozenset({'Outcome', 'BloodPressure_Medium'})",frozenset({'DiabetesPedigreeFunction_Low'}),0.22388059701492538,0.6156716417910447,0.125,0.5583333333333333,0.9068686868686869,-0.012836934729338362,0.8701774148127289,-0.11685678073510755
100,"frozenset({'Age_Low', 'Outcome'})",frozenset({'BloodPressure_Medium'}),0.18470149253731344,0.6473880597014925,0.125,0.6767676767676768,1.0453817716065557,0.005426459122298957,1.0908931902985077,0.05324635404214629
101,"frozenset({'Outcome', 'BloodPressure_Medium'})",frozenset({'Age_Low'}),0.22388059701492538,0.6828358208955224,0.125,0.5583333333333333,0.8176684881602915,-0.02787369124526623,0.7181075753308926,-0.2231884057971016
102,"frozenset({'BMI_Medium', 'Outcome'})",frozenset({'SkinThickness_Medium'}),0.23507462686567165,0.46455223880597013,0.1287313432835821,0.5476190476190477,1.1788104800152994,0.01952689908665628,1.1836213668499609,0.19830328738069997
103,"frozenset({'Outcome', 'SkinThickness_Medium'})",frozenset({'BMI_Medium'}),0.17537313432835822,0.5597014925373134,0.1287313432835821,0.7340425531914894,1.3114893617021277,0.030574738249053254,1.6555223880597016,0.28801888648435975
104,"frozenset({'DiabetesPedigreeFunction_Low', 'Outcome'})",frozenset({'BMI_Medium'}),0.19029850746268656,0.5597014925373134,0.125,0.6568627450980392,1.1735947712418302,0.01848964134551126,1.2831556503198296,0.1826810647224707
105,"frozenset({'BMI_Medium', 'Outcome'})",frozenset({'DiabetesPedigreeFunction_Low'}),0.23507462686567165,0.6156716417910447,0.125,0.5317460317460317,0.8636844636844637,-0.019728781465805284,0.820769036175057,-0.17104230792443706
