,rule,support,confidence,lift
1,Glucose_High → Outcome,0.1380597014925373,0.7115384615384616,2.230319388214125
62,SkinThickness_Low → BMI_Low,0.2294776119402985,0.5189873417721519,1.5987196275280082
63,BMI_Low → SkinThickness_Low,0.2294776119402985,0.7068965517241379,1.598719627528008
100,SkinThickness_Medium Outcome → BMI_Medium,0.1287313432835821,0.7752808988764045,1.4038870331005162
157,SkinThickness_Low Pregnancies_Low → BMI_Low,0.166044776119403,0.5933333333333334,1.8277394636015327
159,Pregnancies_Low BMI_Low → SkinThickness_Low,0.166044776119403,0.7295081967213115,1.6498582001798436
160,BMI_Low → SkinThickness_Low,0.166044776119403,0.5114942528735632,1.8277394636015327
160,BMI_Low → Pregnancies_Low,0.166044776119403,0.5114942528735632,1.8277394636015327
223,SkinThickness_Low Glucose_Medium → BMI_Low,0.1529850746268656,0.543046357615894,1.672832457943214
225,Glucose_Medium BMI_Low → SkinThickness_Low,0.1529850746268656,0.7130434782608696,1.6126215373325994
255,BloodPressure_Medium BMI_Low → SkinThickness_Low,0.1455223880597015,0.6902654867256638,1.5611067547888429
291,SkinThickness_Low DiabetesPedigreeFunction_Low → BMI_Low,0.1529850746268656,0.5256410256410257,1.6192160330091363
293,DiabetesPedigreeFunction_Low BMI_Low → SkinThickness_Low,0.1529850746268656,0.7192982456140351,1.6267673402916574
294,SkinThickness_Low Age_Low → BMI_Low,0.1735074626865671,0.6000000000000001,1.8482758620689657
296,Age_Low BMI_Low → SkinThickness_Low,0.1735074626865671,0.7153846153846154,1.6179162609542357
297,BMI_Low → SkinThickness_Low,0.1735074626865671,0.5344827586206897,1.8482758620689657
297,BMI_Low → Age_Low,0.1735074626865671,0.5344827586206897,1.8482758620689657
324,Glucose_Low Pregnancies_Low → BloodPressure_Medium,0.1007462686567164,0.6506024096385542,1.435073627844712
324,Glucose_Low Pregnancies_Low → Age_Low,0.1007462686567164,0.6506024096385542,1.435073627844712
325,Glucose_Low Age_Low → BloodPressure_Medium,0.1007462686567164,0.6067415730337078,1.4649255997570605
325,Glucose_Low Age_Low → Pregnancies_Low,0.1007462686567164,0.6067415730337078,1.4649255997570605
347,SkinThickness_Low Glucose_Medium Pregnancies_Low → BMI_Low,0.1138059701492537,0.6161616161616161,1.8980610704748635
350,Glucose_Medium Pregnancies_Low BMI_Low → SkinThickness_Low,0.1138059701492537,0.7349397590361445,1.6621422398454575
351,Glucose_Medium BMI_Low → SkinThickness_Low,0.1138059701492537,0.5304347826086956,1.8954202898550725
351,Glucose_Medium BMI_Low → Pregnancies_Low,0.1138059701492537,0.5304347826086956,1.8954202898550725
352,Pregnancies_Low BMI_Low → SkinThickness_Low,0.1138059701492537,0.5,1.774834437086093
352,Pregnancies_Low BMI_Low → Glucose_Medium,0.1138059701492537,0.5,1.774834437086093
395,Pregnancies_Low DiabetesPedigreeFunction_Medium → Glucose_Medium,0.1194029850746268,0.6153846153846153,1.4725274725274724
395,Pregnancies_Low DiabetesPedigreeFunction_Medium → Age_Low,0.1194029850746268,0.6153846153846153,1.4725274725274724
397,SkinThickness_Low BloodPressure_Medium Pregnancies_Low → BMI_Low,0.1007462686567164,0.5510204081632653,1.697396199859254
