,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,'Pregnancies_Low','Outcome',0.6361940298507462,0.34701492537313433,0.16791044776119404,0.2639296187683285,0.7605713745151832,-0.05285837603029625,0.8871231491942677,-0.4638929618768326
1,'Outcome','Pregnancies_Low',0.34701492537313433,0.6361940298507462,0.16791044776119404,0.4838709677419355,0.7605713745151831,-0.05285837603029625,0.7048740671641792,-0.32527952705307783
2,'Pregnancies_Medium','Outcome',0.2555970149253731,0.34701492537313433,0.12313432835820895,0.48175182481751827,1.3882740758182246,0.034438349298284696,1.259985284843389,0.37571200729095466
3,'Outcome','Pregnancies_Medium',0.34701492537313433,0.2555970149253731,0.12313432835820895,0.3548387096774193,1.3882740758182246,0.034438349298284696,1.1538246268656716,0.42831168831168825
4,'Glucose_Medium','Outcome',0.5951492537313433,0.34701492537313433,0.18097014925373134,0.30407523510971785,0.8762598173054235,-0.025555524615727354,0.9382983729998655,-0.258603078440351
5,'Outcome','Glucose_Medium',0.34701492537313433,0.5951492537313433,0.18097014925373134,0.521505376344086,0.8762598173054235,-0.025555524615727354,0.8460925708535971,-0.1778068390971618
6,'Glucose_High','Outcome',0.208955223880597,0.34701492537313433,0.15298507462686567,0.7321428571428572,2.109831029185868,0.08047449320561373,2.4378109452736325,0.664979291302347
7,'Outcome','Glucose_High',0.34701492537313433,0.208955223880597,0.15298507462686567,0.44086021505376344,2.1098310291858677,0.08047449320561373,1.414753157290471,0.8055749128919861
8,'BloodPressure_Medium','Outcome',0.6473880597014925,0.34701492537313433,0.22388059701492538,0.345821325648415,0.9965603792879056,-0.000772722209846255,0.9981754224472353,-0.009693476552265726
9,'Outcome','BloodPressure_Medium',0.34701492537313433,0.6473880597014925,0.22388059701492538,0.6451612903225806,0.9965603792879056,-0.000772722209846255,0.9937245590230666,-0.005257922410117703
10,'Outcome','SkinThickness_Low',0.34701492537313433,0.44402985074626866,0.13432835820895522,0.3870967741935484,0.8717809704526972,-0.01975662731120517,0.907109190887667,-0.18383210260396426
11,'SkinThickness_Low','Outcome',0.44402985074626866,0.34701492537313433,0.13432835820895522,0.3025210084033613,0.8717809704526971,-0.01975662731120517,0.936207516633699,-0.2091994692613888
12,'SkinThickness_Medium','Outcome',0.46455223880597013,0.34701492537313433,0.17537313432835822,0.3775100401606426,1.0878783953016367,0.014166573847182007,1.0489889263360617,0.15086366669137824
13,'Outcome','SkinThickness_Medium',0.34701492537313433,0.46455223880597013,0.17537313432835822,0.5053763440860215,1.0878783953016367,0.014166573847182007,1.0825356911096689,0.12370820668693014
14,'Outcome','BMI_Medium',0.34701492537313433,0.5597014925373134,0.23507462686567165,0.6774193548387097,1.2103225806451614,0.040849855201603946,1.3649253731343287,0.266122448979592
15,'BMI_Medium','Outcome',0.5597014925373134,0.34701492537313433,0.23507462686567165,0.42000000000000004,1.2103225806451614,0.040849855201603946,1.1258363355635617,0.394673123486683
16,'Outcome','DiabetesPedigreeFunction_Low',0.34701492537313433,0.6156716417910447,0.19029850746268656,0.5483870967741935,0.8907135874877811,-0.023348741367787917,0.8510127931769723,-0.1581777023203169
17,'DiabetesPedigreeFunction_Low','Outcome',0.6156716417910447,0.34701492537313433,0.19029850746268656,0.3090909090909091,0.890713587487781,-0.023348741367787917,0.9451099764336214,-0.2419913419913419
18,'Outcome','DiabetesPedigreeFunction_Medium',0.34701492537313433,0.2891791044776119,0.11007462686567164,0.3172043010752688,1.0969129379118974,0.00972516150590333,1.0410447761194028,0.13530266343825678
19,'DiabetesPedigreeFunction_Medium','Outcome',0.2891791044776119,0.34701492537313433,0.11007462686567164,0.3806451612903226,1.0969129379118974,0.00972516150590333,1.0542988184079602,0.1242937853107346
20,'Outcome','Age_Low',0.34701492537313433,0.6828358208955224,0.18470149253731344,0.532258064516129,0.7794817556848228,-0.05225272889284918,0.6780751415337106,-0.30228343602754615
21,'Age_Low','Outcome',0.6828358208955224,0.34701492537313433,0.18470149253731344,0.27049180327868855,0.7794817556848229,-0.05225272889284918,0.8951031360053665,-0.47145279819106833
