,rule,support,confidence,lift
1,Glucose_High → Outcome,0.1399253731343283,0.7075471698113207,2.204914436156209
27,Age_Medium → Pregnancies_Medium,0.1231343283582089,0.5116279069767442,1.944911759854857
67,BMI_Low → SkinThickness_Low,0.2126865671641791,0.6745562130177515,1.551768799045128
101,Glucose_Low Pregnancies_Low → Age_Low,0.1324626865671641,0.9594594594594592,1.4445794108715455
128,BloodPressure_Low Pregnancies_Low → Age_Low,0.1380597014925373,0.9487179487179488,1.428406799193316
129,BloodPressure_Low Age_Low → Pregnancies_Low,0.1380597014925373,0.8915662650602411,1.4222604704532416
130,BloodPressure_Low → Pregnancies_Low,0.1380597014925373,0.7872340425531915,1.4401278048072037
130,BloodPressure_Low → Age_Low,0.1380597014925373,0.7872340425531915,1.4401278048072037
151,SkinThickness_Low Pregnancies_Low → BMI_Low,0.1436567164179104,0.5273972602739726,1.6726919024073923
153,Pregnancies_Low BMI_Low → SkinThickness_Low,0.1436567164179104,0.6814159292035398,1.567549090356641
186,Pregnancies_Low DiabetesPedigreeFunction_Medium → Age_Low,0.1641791044776119,0.9565217391304348,1.4401563263312165
221,Glucose_Medium BMI_Low → SkinThickness_Low,0.1417910447761194,0.6725663716814159,1.5471913099623986
255,BloodPressure_Medium BMI_Low → SkinThickness_Low,0.125,0.6633663366336634,1.526027280839672
290,SkinThickness_Low DiabetesPedigreeFunction_Low → BMI_Low,0.1492537313432835,0.5031446540880503,1.5957723940307396
292,DiabetesPedigreeFunction_Low BMI_Low → SkinThickness_Low,0.1492537313432835,0.689655172413793,1.5865028858961077
293,SkinThickness_Low Age_Low → BMI_Low,0.1585820895522388,0.5704697986577182,1.8093006631984436
295,Age_Low BMI_Low → SkinThickness_Low,0.1585820895522388,0.6692913385826772,1.5396573282416952
296,BMI_Low → SkinThickness_Low,0.1585820895522388,0.5029585798816568,1.8093006631984436
296,BMI_Low → Age_Low,0.1585820895522388,0.5029585798816568,1.8093006631984436
336,SkinThickness_Low Glucose_Medium Pregnancies_Low → BMI_Low,0.1044776119402985,0.5333333333333333,1.6915187376725838
339,Glucose_Medium Pregnancies_Low BMI_Low → SkinThickness_Low,0.1044776119402985,0.7088607594936708,1.6306839789210623
348,SkinThickness_Low Pregnancies_Low → Glucose_Medium,0.1623134328358209,0.595890410958904,1.4584349784199662
348,SkinThickness_Low Pregnancies_Low → Age_Low,0.1623134328358209,0.595890410958904,1.4584349784199662
349,SkinThickness_Low Age_Low → Glucose_Medium,0.1623134328358209,0.5838926174496645,1.4903163950143816
349,SkinThickness_Low Age_Low → Pregnancies_Low,0.1623134328358209,0.5838926174496645,1.4903163950143816
362,Pregnancies_Low BMI_Low → Glucose_Medium,0.1287313432835821,0.6106194690265487,1.494484179900594
362,Pregnancies_Low BMI_Low → Age_Low,0.1287313432835821,0.6106194690265487,1.494484179900594
380,Glucose_Medium Pregnancies_Low DiabetesPedigreeFunction_Medium → Age_Low,0.1138059701492537,0.953125,1.4350421348314606
384,Pregnancies_Low DiabetesPedigreeFunction_Medium → Glucose_Medium,0.1138059701492537,0.6630434782608695,1.6227913440540005
