,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
0,Pregnancies_Low,¬ Age_Low,0.1511194029850746,0.2410714285714285,0.7512458471760797,1,1,94,94
1,Outcome,¬ Age_Low,0.1511194029850746,0.4709302325581395,0.7512458471760797,1,,,
2,Pregnancies_Medium,Outcome,0.1119402985074626,0.425531914893617,1.326076199901039,1,0,0,28
3,Outcome,Pregnancies_Medium,0.1119402985074626,0.3488372093023256,1.326076199901039,1,,,
4,Glucose_Medium,¬ Age_Low,0.167910447761194,0.2777777777777778,0.8656330749354006,1,1,76,76
5,Outcome,¬ Age_Low,0.167910447761194,0.5232558139534884,0.8656330749354006,1,,,
6,Glucose_High,Outcome,0.1399253731343283,0.7075471698113207,2.204914436156209,1,0,0,27
7,Outcome,Glucose_High,0.1399253731343283,0.436046511627907,2.204914436156209,1,,,
8,BloodPressure_Medium,¬ Age_Low,0.2014925373134328,0.314868804664723,0.9812190656993696,1,1,93,93
9,Outcome,¬ Age_Low,0.2014925373134328,0.627906976744186,0.9812190656993692,1,,,
10,SkinThickness_Low,¬ Age_Low,0.1194029850746268,0.2746781115879828,0.8559736500648768,1,1,61,61
11,Outcome,¬ Age_Low,0.1194029850746268,0.3720930232558139,0.8559736500648767,1,,,
12,SkinThickness_Medium,Outcome,0.1623134328358209,0.3466135458167331,1.0801445381265635,1,0,0,63
13,Outcome,SkinThickness_Medium,0.1623134328358209,0.5058139534883721,1.0801445381265635,1,,,
14,BMI_Medium,Outcome,0.2182835820895522,0.3874172185430463,1.2073001694132142,1,0,0,72
15,Outcome,BMI_Medium,0.2182835820895522,0.6802325581395349,1.2073001694132142,1,,,
16,DiabetesPedigreeFunction_Low,¬ Age_Low,0.166044776119403,0.2625368731563421,0.8181381628592989,1,1,75,75
17,Outcome,¬ Age_Low,0.166044776119403,0.5174418604651163,0.818138162859299,1,,,
18,DiabetesPedigreeFunction_Medium,Outcome,0.1100746268656716,0.3933333333333333,1.2257364341085273,1,0,0,43
19,Outcome,DiabetesPedigreeFunction_Medium,0.1100746268656716,0.3430232558139535,1.2257364341085273,1,,,
20,Age_Low,¬ Age_Low,0.1567164179104477,0.2359550561797752,0.7353018029788346,1,1,97,97
21,Outcome,¬ Age_Low,0.1567164179104477,0.4883720930232558,0.7353018029788346,1,,,
22,Age_Medium,Outcome,0.1194029850746268,0.4961240310077519,1.5460609338381108,1,0,0,30
23,Outcome,Age_Medium,0.1194029850746268,0.3720930232558139,1.5460609338381106,1,,,
24,Pregnancies_Low ⊗ BMI_Medium,¬ Age_Low,0.1007462686567164,0.3016759776536313,0.9401065350136418,2,1,45,45
25,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1007462686567164,0.4615384615384615,0.7362637362637363,2,,,
26,Pregnancies_Low ⊗ Outcome,BMI_Medium,0.1007462686567164,0.6666666666666667,1.1832229580573952,2,,,
27,Outcome,¬ Age_Low,0.1007462686567164,0.313953488372093,0.9401065350136416,1,,,
28,Outcome,¬ Age_Low,0.1007462686567164,0.313953488372093,0.9401065350136416,1,,,
29,Pregnancies_Low ⊗ Age_Low,¬ Age_Low,0.1138059701492537,0.2081911262798634,0.6487816493372489,2,1,82,82
30,Pregnancies_Low ⊗ Outcome,Age_Low,0.1138059701492537,0.7530864197530864,1.1338604522125122,2,,,
31,Outcome ⊗ Age_Low,Pregnancies_Low,0.1138059701492537,0.7261904761904762,1.1584467120181403,2,,,
32,Outcome,¬ Age_Low,0.1138059701492537,0.3546511627906977,0.6487816493372489,1,,,
