,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
0,Glucose_High,Outcome,0.1399253731343283,0.7075471698113207,2.204914436156209,1,0,0,27
1,Outcome,¬ BMI_Medium,0.2014925373134328,0.627906976744186,0.9812190656993692,1,,,
2,Outcome,BMI_Medium,0.2182835820895522,0.6802325581395349,1.2073001694132142,1,,,
3,Pregnancies_Low ⊗ Outcome,BMI_Medium,0.1007462686567164,0.6666666666666667,1.1832229580573952,2,,,
4,Pregnancies_Low ⊗ Outcome,Age_Low,0.1138059701492537,0.7530864197530864,1.1338604522125122,2,,,
5,Outcome ⊗ Age_Low,Pregnancies_Low,0.1138059701492537,0.7261904761904762,1.1584467120181403,2,,,
6,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1156716417910447,0.6888888888888889,1.0765144152899253,2,,,
7,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1082089552238805,0.6444444444444444,1.1437821927888152,2,,,
8,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1380597014925373,0.6851851851851852,1.2160902624478784,2,,,
9,Outcome ⊗ BMI_Medium,¬ BMI_Medium,0.1380597014925373,0.6324786324786326,0.9883631108120904,2,,,
10,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.1100746268656716,0.6629213483146067,1.0359354014478983,2,,,
11,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1156716417910447,0.7126436781609196,1.2648245413716983,2,,,
12,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.1119402985074626,0.6741573033707865,1.196517598035568,2,,,
13,Outcome ⊗ Age_Low,BMI_Medium,0.1026119402985074,0.6547619047619048,1.162093976663513,2,,,
