,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
0,Outcome,¬ Age_Low,0.1511194029850746,0.4709302325581395,0.7512458471760797,1,,,
1,Pregnancies_Medium,Outcome,0.1119402985074626,0.425531914893617,1.326076199901039,1,0,0,28
2,Outcome,Pregnancies_Medium,0.1119402985074626,0.3488372093023256,1.326076199901039,1,,,
3,Outcome,¬ Age_Low,0.167910447761194,0.5232558139534884,0.8656330749354006,1,,,
4,Glucose_High,Outcome,0.1399253731343283,0.7075471698113207,2.204914436156209,1,0,0,27
5,Outcome,Glucose_High,0.1399253731343283,0.436046511627907,2.204914436156209,1,,,
6,BloodPressure_Medium,¬ Age_Low,0.2014925373134328,0.314868804664723,0.9812190656993696,1,1,93,93
7,Outcome,¬ Age_Low,0.2014925373134328,0.627906976744186,0.9812190656993692,1,,,
8,Outcome,¬ Age_Low,0.1194029850746268,0.3720930232558139,0.8559736500648767,1,,,
9,SkinThickness_Medium,Outcome,0.1623134328358209,0.3466135458167331,1.0801445381265635,1,0,0,63
10,Outcome,SkinThickness_Medium,0.1623134328358209,0.5058139534883721,1.0801445381265635,1,,,
11,BMI_Medium,Outcome,0.2182835820895522,0.3874172185430463,1.2073001694132142,1,0,0,72
12,Outcome,BMI_Medium,0.2182835820895522,0.6802325581395349,1.2073001694132142,1,,,
13,Outcome,¬ Age_Low,0.166044776119403,0.5174418604651163,0.818138162859299,1,,,
14,DiabetesPedigreeFunction_Medium,Outcome,0.1100746268656716,0.3933333333333333,1.2257364341085273,1,0,0,43
15,Outcome,DiabetesPedigreeFunction_Medium,0.1100746268656716,0.3430232558139535,1.2257364341085273,1,,,
16,Outcome,¬ Age_Low,0.1567164179104477,0.4883720930232558,0.7353018029788346,1,,,
17,Age_Medium,Outcome,0.1194029850746268,0.4961240310077519,1.5460609338381108,1,0,0,30
18,Outcome,Age_Medium,0.1194029850746268,0.3720930232558139,1.5460609338381106,1,,,
19,Pregnancies_Low ⊗ BMI_Medium,¬ Age_Low,0.1007462686567164,0.3016759776536313,0.9401065350136418,2,1,45,45
20,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1007462686567164,0.4615384615384615,0.7362637362637363,2,,,
21,Pregnancies_Low ⊗ Outcome,BMI_Medium,0.1007462686567164,0.6666666666666667,1.1832229580573952,2,,,
22,Outcome,¬ Age_Low,0.1007462686567164,0.313953488372093,0.9401065350136416,1,,,
23,Outcome,¬ Age_Low,0.1007462686567164,0.313953488372093,0.9401065350136416,1,,,
24,Pregnancies_Low ⊗ Outcome,Age_Low,0.1138059701492537,0.7530864197530864,1.1338604522125122,2,,,
25,Outcome ⊗ Age_Low,Pregnancies_Low,0.1138059701492537,0.7261904761904762,1.1584467120181403,2,,,
26,Outcome,¬ Age_Low,0.1138059701492537,0.3546511627906977,0.6487816493372489,1,,,
27,Outcome,¬ Age_Low,0.1138059701492537,0.3546511627906977,0.6487816493372489,1,,,
28,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1156716417910447,0.5740740740740741,0.949702789208962,2,,,
29,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1156716417910447,0.6888888888888889,1.0765144152899253,2,,,
30,Outcome,¬ Age_Low,0.1156716417910447,0.3604651162790698,0.9244464226104374,1,,,
31,Outcome,¬ Age_Low,0.1156716417910447,0.3604651162790698,0.9244464226104374,1,,,
32,Glucose_Medium ⊗ BMI_Medium,Outcome,0.1082089552238805,0.3295454545454545,1.026955602536998,2,0,0,40
33,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1082089552238805,0.4957264957264957,0.820090746016672,2,,,
34,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1082089552238805,0.6444444444444444,1.1437821927888152,2,,,
35,Outcome,Glucose_Medium,0.1082089552238805,0.3372093023255814,1.026955602536998,1,,,
36,Outcome,BMI_Medium,0.1082089552238805,0.3372093023255814,1.026955602536998,1,,,
37,BMI_Medium ⊗ BloodPressure_Medium,Outcome,0.1380597014925373,0.3718592964824121,1.1588173425265866,2,0,0,51
38,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1380597014925373,0.6851851851851852,1.2160902624478784,2,,,
39,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1380597014925373,0.6324786324786326,0.9883631108120904,2,,,
40,Outcome,BMI_Medium,0.1380597014925373,0.4302325581395349,1.1588173425265866,1,,,
41,Outcome,BloodPressure_Medium,0.1380597014925373,0.4302325581395349,1.1588173425265866,1,,,
42,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1100746268656716,0.5462962962962963,0.8637605156779198,2,,,
43,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.1100746268656716,0.6629213483146067,1.0359354014478983,2,,,
44,Outcome,¬ Age_Low,0.1100746268656716,0.3430232558139535,0.8357293868921776,1,,,
45,Outcome,¬ Age_Low,0.1100746268656716,0.3430232558139535,0.8357293868921776,1,,,
46,BMI_Medium ⊗ SkinThickness_Medium,Outcome,0.1156716417910447,0.3734939759036144,1.163911459792659,2,0,0,45
47,Outcome ⊗ BMI_Medium,SkinThickness_Medium,0.1156716417910447,0.5299145299145299,1.1316103108931794,2,,,
48,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1156716417910447,0.7126436781609196,1.2648245413716983,2,,,
49,Outcome,BMI_Medium,0.1156716417910447,0.3604651162790698,1.163911459792659,1,,,
50,Outcome,SkinThickness_Medium,0.1156716417910447,0.3604651162790698,1.163911459792659,1,,,
51,BMI_Medium ⊗ DiabetesPedigreeFunction_Low,¬ Age_Low,0.1119402985074626,0.310880829015544,0.9687914206530908,2,1,40,40
52,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.5128205128205129,0.8108312533091295,2,,,
53,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.1119402985074626,0.6741573033707865,1.196517598035568,2,,,
54,Outcome,¬ Age_Low,0.1119402985074626,0.3488372093023256,0.9687914206530908,1,,,
55,Outcome,¬ Age_Low,0.1119402985074626,0.3488372093023256,0.9687914206530908,1,,,
56,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1026119402985074,0.4700854700854701,0.7077691347354269,2,,,
57,Outcome ⊗ Age_Low,BMI_Medium,0.1026119402985074,0.6547619047619048,1.162093976663513,2,,,
58,Outcome,¬ Age_Low,0.1026119402985074,0.3197674418604651,0.9214803700925231,1,,,
59,Outcome,¬ Age_Low,0.1026119402985074,0.3197674418604651,0.9214803700925231,1,,,
