,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
2,'Glucose_High','Outcome',0.19962686567164178,0.3246268656716418,0.14365671641791045,0.719626168224299,2.2167794607369213,0.07885247271107151,2.408830845771144,0.6857990494354131
68,'SkinThickness_Low','BMI_Low',0.43470149253731344,0.31529850746268656,0.22014925373134328,0.5064377682403434,1.6062168270817991,0.08308852194252617,1.3872647631408177,0.6676455781171337
69,'BMI_Low','SkinThickness_Low',0.31529850746268656,0.43470149253731344,0.22014925373134328,0.6982248520710059,1.6062168270817991,0.08308852194252617,1.873244073748903,0.5512169214427561
141,'BloodPressure_Low',"'Pregnancies_Low', 'Age_Low'",0.1623134328358209,0.5727611940298507,0.13059701492537312,0.8045977011494252,1.4047699277397132,0.03763017932724437,2.18645741878841,0.3439707286032453
162,"'SkinThickness_Low', 'Pregnancies_Low'",'BMI_Low',0.2873134328358209,0.31529850746268656,0.15485074626865672,0.538961038961039,1.7093675555214018,0.06426124972154156,1.4851271809964262,0.5822872642402069
164,"'Pregnancies_Low', 'BMI_Low'",'SkinThickness_Low',0.21641791044776118,0.43470149253731344,0.15485074626865672,0.7155172413793104,1.6459967441172119,0.06077355758520829,1.9871099050203533,0.5008605851979345
222,"'SkinThickness_Low', 'Glucose_Medium'",'BMI_Low',0.28171641791044777,0.31529850746268656,0.15111940298507462,0.5364238410596026,1.7013205846624082,0.062294636890175975,1.4769989339019187,0.5738977072310405
224,"'Glucose_Medium', 'BMI_Low'",'SkinThickness_Low',0.21641791044776118,0.43470149253731344,0.15111940298507462,0.6982758620689655,1.606334171969809,0.05704221430162619,1.8735607675906185,0.48171663727219277
255,"'BloodPressure_Medium', 'BMI_Low'",'SkinThickness_Low',0.20149253731343283,0.43470149253731344,0.13619402985074627,0.6759259259259259,1.5549197265935464,0.0486049231454667,1.7443496801705758,0.44693381129176807
289,"'SkinThickness_Low', 'DiabetesPedigreeFunction_Low'",'BMI_Low',0.2947761194029851,0.31529850746268656,0.14925373134328357,0.5063291139240506,1.6058722193094148,0.05631126085987968,1.3869594336012243,0.5349867724867723
291,"'DiabetesPedigreeFunction_Low', 'BMI_Low'",'SkinThickness_Low',0.2126865671641791,0.43470149253731344,0.14925373134328357,0.7017543859649122,1.6143362698591972,0.056798563154377354,1.8954126426690079,0.48335308056872034
292,"'SkinThickness_Low', 'Age_Low'",'BMI_Low',0.292910447761194,0.31529850746268656,0.16977611940298507,0.5796178343949044,1.8383145516903479,0.07742189240365337,1.6287596110357303,0.6449302676215605
294,"'Age_Low', 'BMI_Low'",'SkinThickness_Low',0.23507462686567165,0.43470149253731344,0.16977611940298507,0.7222222222222221,1.6614210777300904,0.06758882824682556,2.0350746268656708,0.5204502814258911
295,'BMI_Low',"'SkinThickness_Low', 'Age_Low'",0.31529850746268656,0.292910447761194,0.16977611940298507,0.5384615384615384,1.8383145516903479,0.07742189240365337,1.5320273631840795,0.6660179057999221
316,'Age_Medium',"'BMI_Medium', 'DiabetesPedigreeFunction_Low'",0.23134328358208955,0.3414179104477612,0.11753731343283583,0.5080645161290323,1.4881015335801162,0.038552572956114944,1.338757034499633,0.42672214516874707
342,"'SkinThickness_Low', 'Glucose_Medium', 'Pregnancies_Low'",'BMI_Low',0.1958955223880597,0.31529850746268656,0.11194029850746269,0.5714285714285714,1.8123415046491969,0.05017473267988416,1.5976368159203977,0.5574245939675174
