,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.8507462686567164,0.7142857142857143,0.625,0.6666666666666666,0.8745404411764706,1,2,0.5,32,53,0.6037735849056604,3,5,10,1000,15,0.6
tree generator (disc),0.7761194029850746,0.525,0.65625,0.5833333333333334,0.8125,2,2,1.0,33,53,0.6226415094339622,3,5,10,1000,15,0.6
RuleFit Classifier (conti),0.7686567164179104,0.5135135135135135,0.59375,0.5507246376811593,0.8219975490196079,2,2,1.0,37,53,0.6981132075471698,3,5,10,1000,15,0.6
tree generator (conti),0.835820895522388,0.6470588235294118,0.6875,0.6666666666666667,0.8613664215686274,2,2,1.0,34,53,0.6415094339622641,3,5,10,1000,15,0.6
linear svm (L),0.664179104477612,0.41333333333333333,0.96875,0.5794392523364486,0.8642769607843137,1,2,0.5,8,53,0.1509433962264151,3,5,10,1000,15,0.6
non-linear svm (L),0.6119402985074627,0.3780487804878049,0.96875,0.543859649122807,0.8201593137254902,1,2,0.5,11,53,0.20754716981132076,3,5,10,1000,15,0.6
logistic regression (L),0.835820895522388,0.6666666666666666,0.625,0.6451612903225806,0.8915441176470589,1,2,0.5,2,53,0.03773584905660377,3,5,10,1000,15,0.6
linear svm,0.8582089552238806,0.7096774193548387,0.6875,0.6984126984126984,0.8985906862745099,1,2,0.5,32,53,0.6037735849056604,3,5,10,1000,15,0.6
non-linear svm,0.835820895522388,0.7272727272727273,0.5,0.5925925925925926,0.9019607843137255,2,2,1.0,36,53,0.6792452830188679,3,5,10,1000,15,0.6
logistic regression,0.8432835820895522,0.6896551724137931,0.625,0.6557377049180328,0.9031862745098039,2,2,1.0,34,53,0.6415094339622641,3,5,10,1000,15,0.6
