,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,'Pregnancies_Low','Outcome',0.6511194029850746,0.31529850746268656,0.15671641791044777,0.24068767908309457,0.7633644733049627,-0.048580558030741794,0.9017389467755561,-0.47048710601719185
1,'Outcome','Pregnancies_Low',0.31529850746268656,0.6511194029850746,0.15671641791044777,0.49704142011834324,0.7633644733049626,-0.048580558030741794,0.6936567164179105,-0.31164452383610575
2,'Pregnancies_Medium','Outcome',0.23880597014925373,0.31529850746268656,0.10261194029850747,0.42968750000000006,1.3627958579881658,0.02731677433726888,1.2005724800654263,0.3497326203208556
3,'Outcome','Pregnancies_Medium',0.31529850746268656,0.23880597014925373,0.10261194029850747,0.3254437869822485,1.3627958579881656,0.02731677433726888,1.1284367635506676,0.3888035670052019
4,'Glucose_Medium','Outcome',0.5914179104477612,0.31529850746268656,0.15858208955223882,0.2681388012618297,0.8504283874339688,-0.027891094898641083,0.9355619531652085,-0.30092383956737234
5,'Outcome','Glucose_Medium',0.31529850746268656,0.5914179104477612,0.15858208955223882,0.5029585798816568,0.8504283874339686,-0.027891094898641083,0.8220282515991473,-0.2043715568251375
6,'Glucose_High','Outcome',0.1921641791044776,0.31529850746268656,0.1417910447761194,0.7378640776699029,2.3402079623140115,0.08120196591668521,2.6120093974571583,0.708915765163486
7,'Outcome','Glucose_High',0.31529850746268656,0.1921641791044776,0.1417910447761194,0.4497041420118343,2.3402079623140115,0.08120196591668521,1.4680027282940138,0.8364047038577369
8,'BloodPressure_Medium','Outcome',0.6399253731343284,0.31529850746268656,0.208955223880597,0.32653061224489793,1.0356237169423983,0.007187708843840485,1.0166779737675258,0.09553108808290138
9,'Outcome','BloodPressure_Medium',0.31529850746268656,0.6399253731343284,0.208955223880597,0.6627218934911242,1.035623716942398,0.007187708843840485,1.0675896831631313,0.05023841961852851
10,'Outcome','SkinThickness_Low',0.31529850746268656,0.43843283582089554,0.11753731343283583,0.3727810650887574,0.8502580888832935,-0.020699905324125634,0.895328780625176,-0.20458923902573267
11,'SkinThickness_Low','Outcome',0.43843283582089554,0.31529850746268656,0.11753731343283583,0.2680851063829787,0.8502580888832935,-0.020699905324125634,0.9354933182922597,-0.23873946206342828
12,'SkinThickness_Medium','Outcome',0.47201492537313433,0.31529850746268656,0.16044776119402984,0.33992094861660077,1.078092476085787,0.011622159723769204,1.037302261149343,0.13719286712137388
13,'Outcome','SkinThickness_Medium',0.31529850746268656,0.47201492537313433,0.16044776119402984,0.5088757396449703,1.078092476085787,0.011622159723769204,1.0750539471318108,0.10579177491920656
14,'BMI_Medium','Outcome',0.5559701492537313,0.31529850746268656,0.22201492537313433,0.3993288590604027,1.2665104642389104,0.046718367119625764,1.1398941048945217,0.4739072099428008
15,'Outcome','BMI_Medium',0.31529850746268656,0.5559701492537313,0.22201492537313433,0.7041420118343196,1.2665104642389104,0.046718367119625764,1.5008208955223883,0.3073294712980561
