,rule,type,coef,support,importance
0,Pregnancies_Low,linear,-0.05819154121098343,1.0,0.02773502660086072
3,Glucose_Low,linear,-1.304996306173581,1.0,0.5374005820981044
5,Glucose_High,linear,1.130443142550248,1.0,0.44539618676966863
12,BMI_Low,linear,-0.9314959976587944,1.0,0.43615927567448654
15,DiabetesPedigreeFunction_Low,linear,-0.1918804149929254,1.0,0.092893706466371
18,Age_Low,linear,-0.5934952069268681,1.0,0.2791169968675642
181,Pregnancies_Medium <= 0.5 & Glucose_High <= 0.5 & Pregnancies_High <= 0.5 & BMI_Low > 0.5 & SkinThickness_Medium <= 0.5 & Age_High <= 0.5,rule,-0.4286862939315959,0.15588235294117647,0.15550328377238232
372,Glucose_Low > 0.5 & BMI_Medium <= 0.5,rule,-0.05603453817514302,0.10914454277286136,0.01747271657313011
499,Glucose_High > 0.5 & Age_High <= 0.5 & BloodPressure_High <= 0.5 & SkinThickness_High > 0.5,rule,-0.08652791273338246,0.011976047904191617,0.009412320920714095
603,Glucose_High <= 0.5 & DiabetesPedigreeFunction_Low > 0.5 & Age_Medium > 0.5 & SkinThickness_High <= 0.5 & BloodPressure_Medium > 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_High <= 0.5 & Glucose_Low <= 0.5,rule,-0.4153802081396752,0.023668639053254437,0.06314385067607642
1244,Glucose_High > 0.5 & DiabetesPedigreeFunction_Low <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & SkinThickness_High <= 0.5,rule,0.11793335236963229,0.04129793510324484,0.0234661933152047
2141,BMI_Low <= 0.5 & Glucose_High <= 0.5 & Glucose_Medium > 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium <= 0.5 & BloodPressure_High <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & BMI_High <= 0.5 & Age_High <= 0.5 & Age_Low <= 0.5,rule,0.16834817754611184,0.02064896755162242,0.023940145355435625
2454,Glucose_High <= 0.5 & Glucose_Low > 0.5 & DiabetesPedigreeFunction_High <= 0.5 & Pregnancies_Low <= 0.5,rule,-0.09100456725255013,0.03903903903903904,0.01762648114023853
2702,Pregnancies_Low > 0.5 & Glucose_Low <= 0.5 & BloodPressure_Low <= 0.5 & Glucose_Medium > 0.5 & DiabetesPedigreeFunction_Low <= 0.5 & BMI_Medium <= 0.5 & BloodPressure_High <= 0.5,rule,-0.017193041660985182,0.024539877300613498,0.0026600736974937717
2787,Glucose_High <= 0.5 & Age_Low > 0.5 & BMI_Low <= 0.5 & BloodPressure_Low <= 0.5 & Pregnancies_High <= 0.5 & Glucose_Low <= 0.5 & Pregnancies_Medium <= 0.5 & BMI_High <= 0.5 & BloodPressure_High <= 0.5 & SkinThickness_Medium <= 0.5 & DiabetesPedigreeFunction_Low <= 0.5,rule,0.09353660847887331,0.008797653958944282,0.008734664280259357
2831,Glucose_High <= 0.5 & Age_Low > 0.5 & BMI_Low > 0.5 & Pregnancies_Medium <= 0.5 & SkinThickness_Medium <= 0.5,rule,-0.19266489792520491,0.12609970674486803,0.06395736717234367
