,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,frozenset({'Glucose_High'}),frozenset({'Outcome'}),0.19402985074626866,0.31902985074626866,0.13805970149253732,0.7115384615384616,2.230319388214125,0.07615838716863445,2.3606965174129355,0.6844344344344344
1,frozenset({'Outcome'}),frozenset({'BMI_Medium'}),0.31902985074626866,0.5522388059701493,0.22761194029850745,0.7134502923976608,1.2919235024498181,0.05143127645355311,1.5625951873286625,0.33182124410509756
15,"frozenset({'Pregnancies_Low', 'Outcome'})",frozenset({'BMI_Medium'}),0.15858208955223882,0.5522388059701493,0.11380597014925373,0.7176470588235293,1.2995230524642287,0.026230786366674072,1.5858208955223874,0.27392679291919575
16,"frozenset({'Pregnancies_Low', 'Outcome'})",frozenset({'Age_Low'}),0.15858208955223882,0.6828358208955224,0.12313432835820895,0.776470588235294,1.137126325940212,0.01484879705947871,1.4188923802042412,0.14331787945978622
17,"frozenset({'Age_Low', 'Outcome'})",frozenset({'Pregnancies_Low'}),0.17164179104477612,0.6399253731343284,0.12313432835820895,0.717391304347826,1.1210546330333375,0.013296391178436173,1.2741102181400685,0.13035763035763032
18,"frozenset({'Glucose_Medium', 'Outcome'})",frozenset({'BloodPressure_Medium'}),0.166044776119403,0.667910447761194,0.11753731343283583,0.7078651685393258,1.0598204758018956,0.006634272666518157,1.1367680826636049,0.0676822556017187
19,"frozenset({'Glucose_Medium', 'Outcome'})",frozenset({'BMI_Medium'}),0.166044776119403,0.5522388059701493,0.11753731343283583,0.7078651685393258,1.2818098997874277,0.025840944531075966,1.5327210103329503,0.26362700188203547
20,"frozenset({'BloodPressure_Medium', 'Outcome'})",frozenset({'BMI_Medium'}),0.21082089552238806,0.5522388059701493,0.15485074626865672,0.7345132743362832,1.3300645778521885,0.03842726665181555,1.6865671641791045,0.314449286507733
21,"frozenset({'SkinThickness_Medium', 'Outcome'})",frozenset({'BMI_Medium'}),0.166044776119403,0.5522388059701493,0.1287313432835821,0.7752808988764045,1.4038870331005162,0.03703497438182224,1.9925373134328357,0.34497292740654284
22,"frozenset({'DiabetesPedigreeFunction_Low', 'Outcome'})",frozenset({'BMI_Medium'}),0.15671641791044777,0.5522388059701493,0.11194029850746269,0.7142857142857143,1.2934362934362933,0.025395411004678098,1.5671641791044775,0.2690265486725663
