,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7985074626865671,0.8275862068965517,0.5217391304347826,0.64,0.8281867588932806,1,1,1.0,1,27,0.037037037037037035,2,5,10,10,15,0.8
tree generator (disc),0.7611940298507462,0.7333333333333333,0.4782608695652174,0.5789473684210527,0.7870553359683793,1,1,1.0,10,27,0.37037037037037035,2,5,10,10,15,0.8
RuleFit Classifier (conti),0.7611940298507462,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.8021245059288538,1,1,1.0,3,27,0.1111111111111111,2,5,10,10,15,0.8
tree generator (conti),0.7985074626865671,0.8275862068965517,0.5217391304347826,0.64,0.837697628458498,1,1,1.0,5,27,0.18518518518518517,2,5,10,10,15,0.8
linear svm (L),0.34328358208955223,0.34328358208955223,1.0,0.5111111111111112,0.2117094861660079,0,1,0.0,0,27,0.0,2,5,10,10,15,0.8
non-linear svm (L),0.7388059701492538,0.5932203389830508,0.7608695652173914,0.6666666666666667,0.8243577075098814,0,1,0.0,0,27,0.0,2,5,10,10,15,0.8
logistic regression (L),0.7835820895522388,0.8148148148148148,0.4782608695652174,0.6027397260273973,0.8139822134387352,1,1,1.0,6,27,0.2222222222222222,2,5,10,10,15,0.8
linear svm,0.7910447761194029,0.78125,0.5434782608695652,0.641025641025641,0.8263339920948617,1,1,1.0,2,27,0.07407407407407407,2,5,10,10,15,0.8
non-linear svm,0.7910447761194029,0.8,0.5217391304347826,0.6315789473684211,0.824604743083004,1,1,1.0,4,27,0.14814814814814814,2,5,10,10,15,0.8
logistic regression,0.7985074626865671,0.8064516129032258,0.5434782608695652,0.6493506493506493,0.8248517786561265,1,1,1.0,3,27,0.1111111111111111,2,5,10,10,15,0.8
rule_based_prediction,0.34328358208955223,0.34328358208955223,1.0,0.5111111111111112,0.5,0,1,0.0,0,27,0.0,2,5,10,10,15,0.8
