,rule,type,coef,support,importance
0,Pregnancies_Low,linear,-0.2681606279408531,1.0,0.12901039929580974
1,Pregnancies_Medium,linear,0.0,1.0,0.0
2,Pregnancies_High,linear,0.0,1.0,0.0
3,Glucose_Low,linear,-1.3999828219048824,1.0,0.5556370562219514
4,Glucose_Medium,linear,0.0,1.0,0.0
5,Glucose_High,linear,1.3332868779422071,1.0,0.5420642362461201
6,BloodPressure_Low,linear,0.0,1.0,0.0
7,BloodPressure_Medium,linear,0.0,1.0,0.0
8,BloodPressure_High,linear,0.0,1.0,0.0
9,SkinThickness_Low,linear,0.0,1.0,0.0
10,SkinThickness_Medium,linear,0.0,1.0,0.0
11,SkinThickness_High,linear,0.0,1.0,0.0
12,BMI_Low,linear,-0.5867117465175554,1.0,0.2730391963416571
13,BMI_Medium,linear,0.0,1.0,0.0
14,BMI_High,linear,0.016190046275024756,1.0,0.005319908921707841
15,DiabetesPedigreeFunction_Low,linear,-0.3269130378297077,1.0,0.15902230043992607
16,DiabetesPedigreeFunction_Medium,linear,0.0,1.0,0.0
17,DiabetesPedigreeFunction_High,linear,0.0,1.0,0.0
18,Age_Low,linear,-0.23334972247561567,1.0,0.10859441807576695
19,Age_Medium,linear,0.10063127016157102,1.0,0.04313232387509575
20,Age_High,linear,0.0,1.0,0.0
21,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium <= 0.5,rule,0.0,0.07602339181286549,0.0
22,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low <= 0.5 & Pregnancies_High <= 0.5,rule,0.0,0.0029239766081871343,0.0
23,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low <= 0.5 & Pregnancies_High > 0.5,rule,0.0,0.005847953216374269,0.0
24,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low > 0.5 & BMI_High <= 0.5 & BloodPressure_High <= 0.5 & Pregnancies_Medium <= 0.5 & BloodPressure_Medium <= 0.5,rule,0.0,0.008771929824561403,0.0
25,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low > 0.5 & BMI_High <= 0.5 & BloodPressure_High <= 0.5 & Pregnancies_Medium <= 0.5 & BloodPressure_Medium > 0.5,rule,0.0,0.023391812865497075,0.0
26,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low > 0.5 & BMI_High <= 0.5 & BloodPressure_High <= 0.5 & Pregnancies_Medium > 0.5,rule,0.0,0.005847953216374269,0.0
27,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low > 0.5 & BMI_High <= 0.5 & BloodPressure_High > 0.5,rule,0.0,0.0029239766081871343,0.0
28,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & Age_Low > 0.5 & BMI_High > 0.5,rule,0.0,0.008771929824561403,0.0
29,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low > 0.5,rule,0.0,0.017543859649122806,0.0
30,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & Pregnancies_Low <= 0.5,rule,0.0,0.014619883040935672,0.0
31,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & Pregnancies_Low > 0.5 & BMI_High <= 0.5 & BMI_Medium <= 0.5,rule,0.0,0.008771929824561403,0.0
32,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & Pregnancies_Low > 0.5 & BMI_High <= 0.5 & BMI_Medium > 0.5 & SkinThickness_Medium <= 0.5,rule,0.0,0.0029239766081871343,0.0
33,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & Pregnancies_Low > 0.5 & BMI_High <= 0.5 & BMI_Medium > 0.5 & SkinThickness_Medium > 0.5,rule,0.0,0.008771929824561403,0.0
34,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & Pregnancies_Low > 0.5 & BMI_High > 0.5,rule,0.0,0.005847953216374269,0.0
35,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_Medium <= 0.5 & BMI_Low <= 0.5,rule,0.0,0.0029239766081871343,0.0
36,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_Medium <= 0.5 & BMI_Low > 0.5,rule,0.0,0.0029239766081871343,0.0
37,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_Medium > 0.5,rule,0.0,0.014619883040935672,0.0
38,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & BMI_Medium <= 0.5,rule,0.0,0.0029239766081871343,0.0
39,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & BMI_Medium > 0.5 & BloodPressure_Low <= 0.5,rule,0.0,0.008771929824561403,0.0
40,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low <= 0.5 & BMI_Medium > 0.5 & BloodPressure_Low > 0.5,rule,0.0,0.0029239766081871343,0.0
41,Glucose_High <= 0.5 & Glucose_Medium > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_Low <= 0.5 & Pregnancies_High <= 0.5 & SkinThickness_Medium > 0.5 & BMI_Low > 0.5,rule,0.0,0.0029239766081871343,0.0
