,antecedents,consequents,support,confidence,lift,antecedents_length,n_violation,n_violation (instance),n_evaluation (instance)
0,Outcome,¬ Age_Low,0.1641791044776119,0.5057471264367817,0.7723090021940597,1,,,
1,Pregnancies_Medium,Outcome,0.1100746268656716,0.4609375,1.4198994252873562,1,0,0,41
2,Outcome,Pregnancies_Medium,0.1100746268656716,0.339080459770115,1.4198994252873565,1,,,
3,Outcome,¬ Age_Low,0.169776119402985,0.5229885057471264,0.8678694708373367,1,,,
4,Glucose_High,Outcome,0.1436567164179104,0.719626168224299,2.2167794607369213,1,0,0,26
5,Outcome,Glucose_High,0.1436567164179104,0.4425287356321839,2.2167794607369213,1,,,
6,BloodPressure_Medium,Outcome,0.2145522388059701,0.3257790368271954,1.0035492168929698,1,0,0,83
7,Outcome,BloodPressure_Medium,0.2145522388059701,0.6609195402298851,1.0035492168929698,1,,,
8,Outcome,¬ Age_Low,0.1156716417910447,0.3563218390804598,0.819693157712989,1,,,
9,SkinThickness_Medium,Outcome,0.1716417910447761,0.3636363636363636,1.1201671891327063,1,0,0,61
10,Outcome,SkinThickness_Medium,0.1716417910447761,0.5287356321839081,1.1201671891327063,1,,,
11,BMI_Medium,Outcome,0.2164179104477611,0.3866666666666666,1.191111111111111,1,0,0,74
12,Outcome,BMI_Medium,0.2164179104477611,0.6666666666666666,1.1911111111111112,1,,,
13,Outcome,¬ Age_Low,0.169776119402985,0.5229885057471264,0.8494601184256357,1,,,
14,DiabetesPedigreeFunction_Medium,Outcome,0.1063432835820895,0.3725490196078431,1.1476222672977237,1,0,0,40
15,Outcome,DiabetesPedigreeFunction_Medium,0.1063432835820895,0.3275862068965517,1.1476222672977237,1,,,
16,Outcome,¬ Age_Low,0.1735074626865671,0.5344827586206897,0.7848842701936704,1,,,
17,Age_Medium,Outcome,0.1119402985074626,0.4838709677419355,1.4905450500556174,1,0,0,35
18,Outcome,Age_Medium,0.1119402985074626,0.3448275862068966,1.4905450500556174,1,,,
19,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1063432835820895,0.4956521739130434,0.756893348197696,2,,,
20,Pregnancies_Low ⊗ Outcome,¬ Age_Low,0.1063432835820895,0.6477272727272727,0.9835178985320628,2,,,
21,Outcome,¬ Age_Low,0.1063432835820895,0.3275862068965517,0.7735075193680693,1,,,
22,Outcome,¬ Age_Low,0.1063432835820895,0.3275862068965517,0.7735075193680693,1,,,
23,Pregnancies_Low ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.3225806451612903,0.9936967000370782,2,1,38,38
24,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.5172413793103449,0.789861479516652,2,,,
25,Pregnancies_Low ⊗ Outcome,BMI_Medium,0.1119402985074626,0.6818181818181819,1.2181818181818185,2,,,
26,Outcome,¬ Age_Low,0.1119402985074626,0.3448275862068966,0.9936967000370784,1,,,
27,Outcome,¬ Age_Low,0.1119402985074626,0.3448275862068966,0.9936967000370784,1,,,
28,Pregnancies_Low ⊗ Outcome,Age_Low,0.1287313432835821,0.7840909090909092,1.1514321295143215,2,,,
29,Outcome ⊗ Age_Low,Pregnancies_Low,0.1287313432835821,0.7419354838709677,1.1329841007260362,2,,,
30,Outcome,¬ Age_Low,0.1287313432835821,0.396551724137931,0.6923508929574301,1,,,
31,Outcome,¬ Age_Low,0.1287313432835821,0.396551724137931,0.6923508929574301,1,,,
32,Glucose_Medium ⊗ BloodPressure_Medium,¬ Age_Low,0.1231343283582089,0.3113207547169811,0.959011060507482,2,1,44,44
33,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1231343283582089,0.5739130434782608,0.9523758244716648,2,,,
34,Outcome ⊗ Glucose_Medium,BloodPressure_Medium,0.1231343283582089,0.7252747252747253,1.1012670049497244,2,,,
35,Outcome,¬ Age_Low,0.1231343283582089,0.3793103448275862,0.959011060507482,1,,,
36,Outcome,¬ Age_Low,0.1231343283582089,0.3793103448275862,0.959011060507482,1,,,
37,Glucose_Medium ⊗ BMI_Medium,Outcome,0.1100746268656716,0.339080459770115,1.0445237151539175,2,0,0,42
38,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1100746268656716,0.5086206896551725,0.8440269029571902,2,,,
39,Outcome ⊗ Glucose_Medium,BMI_Medium,0.1100746268656716,0.6483516483516484,1.1583882783882786,2,,,
40,Outcome,Glucose_Medium,0.1100746268656716,0.339080459770115,1.0445237151539175,1,,,
41,Outcome,BMI_Medium,0.1100746268656716,0.339080459770115,1.0445237151539175,1,,,
42,SkinThickness_Medium ⊗ BloodPressure_Medium,Outcome,0.1063432835820895,0.3333333333333333,1.0268199233716475,2,0,0,40
43,Outcome ⊗ BloodPressure_Medium,SkinThickness_Medium,0.1063432835820895,0.4956521739130434,1.0500773328750643,2,,,
44,Outcome ⊗ SkinThickness_Medium,¬ Age_Low,0.1063432835820895,0.6195652173913043,0.9407562507697992,2,,,
45,Outcome,SkinThickness_Medium,0.1063432835820895,0.3275862068965517,1.0268199233716475,1,,,
46,Outcome,BloodPressure_Medium,0.1063432835820895,0.3275862068965517,1.0268199233716475,1,,,
47,BMI_Medium ⊗ BloodPressure_Medium,Outcome,0.1417910447761194,0.3799999999999999,1.170574712643678,2,0,0,50
48,Outcome ⊗ BloodPressure_Medium,BMI_Medium,0.1417910447761194,0.6608695652173913,1.180753623188406,2,,,
49,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1417910447761194,0.6551724137931034,0.9948227019634658,2,,,
50,Outcome,BMI_Medium,0.1417910447761194,0.4367816091954022,1.170574712643678,1,,,
51,Outcome,BloodPressure_Medium,0.1417910447761194,0.4367816091954022,1.170574712643678,1,,,
52,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1119402985074626,0.5217391304347826,0.8474308300395258,2,,,
53,Outcome ⊗ DiabetesPedigreeFunction_Low,BloodPressure_Medium,0.1119402985074626,0.6593406593406594,1.001151822681568,2,,,
54,Outcome,¬ Age_Low,0.1119402985074626,0.3448275862068966,0.8401253918495298,1,,,
55,Outcome,¬ Age_Low,0.1119402985074626,0.3448275862068966,0.8401253918495298,1,,,
56,Outcome ⊗ BloodPressure_Medium,¬ Age_Low,0.1175373134328358,0.5478260869565218,0.80447885646218,2,,,
57,Outcome ⊗ Age_Low,BloodPressure_Medium,0.1175373134328358,0.6774193548387097,1.0286027597550946,2,,,
58,Outcome,¬ Age_Low,0.1175373134328358,0.3620689655172414,0.8120040398210937,1,,,
59,Outcome,¬ Age_Low,0.1175373134328358,0.3620689655172414,0.8120040398210937,1,,,
60,BMI_Medium ⊗ SkinThickness_Medium,Outcome,0.1156716417910447,0.369047619047619,1.1368363437328954,2,0,0,43
61,Outcome ⊗ BMI_Medium,SkinThickness_Medium,0.1156716417910447,0.5344827586206897,1.1323429194493664,2,,,
62,Outcome ⊗ SkinThickness_Medium,BMI_Medium,0.1156716417910447,0.6739130434782609,1.2040579710144927,2,,,
63,Outcome,BMI_Medium,0.1156716417910447,0.3563218390804598,1.1368363437328954,1,,,
64,Outcome,SkinThickness_Medium,0.1156716417910447,0.3563218390804598,1.1368363437328954,1,,,
65,BMI_Medium ⊗ DiabetesPedigreeFunction_Low,¬ Age_Low,0.1063432835820895,0.3114754098360656,0.959487469380064,2,1,50,50
66,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1063432835820895,0.4913793103448276,0.7981191222570534,2,,,
67,Outcome ⊗ DiabetesPedigreeFunction_Low,BMI_Medium,0.1063432835820895,0.6263736263736264,1.119120879120879,2,,,
68,Outcome,¬ Age_Low,0.1063432835820895,0.3275862068965517,0.959487469380064,1,,,
69,Outcome,¬ Age_Low,0.1063432835820895,0.3275862068965517,0.959487469380064,1,,,
70,BMI_Medium ⊗ Age_Low,¬ Age_Low,0.1119402985074626,0.3174603174603175,0.9779237365444264,2,1,44,44
71,Outcome ⊗ BMI_Medium,¬ Age_Low,0.1119402985074626,0.5172413793103449,0.759565422768068,2,,,
