,rule,support,confidence,lift
2,Glucose_High → Outcome,0.1436567164179104,0.719626168224299,2.2167794607369213
68,SkinThickness_Low → BMI_Low,0.2201492537313432,0.5064377682403434,1.6062168270817991
69,BMI_Low → SkinThickness_Low,0.2201492537313432,0.6982248520710059,1.6062168270817991
141,BloodPressure_Low → Pregnancies_Low,0.1305970149253731,0.8045977011494252,1.4047699277397132
141,BloodPressure_Low → Age_Low,0.1305970149253731,0.8045977011494252,1.4047699277397132
162,SkinThickness_Low Pregnancies_Low → BMI_Low,0.1548507462686567,0.538961038961039,1.7093675555214018
164,Pregnancies_Low BMI_Low → SkinThickness_Low,0.1548507462686567,0.7155172413793104,1.645996744117212
222,SkinThickness_Low Glucose_Medium → BMI_Low,0.1511194029850746,0.5364238410596026,1.7013205846624082
224,Glucose_Medium BMI_Low → SkinThickness_Low,0.1511194029850746,0.6982758620689655,1.606334171969809
255,BloodPressure_Medium BMI_Low → SkinThickness_Low,0.1361940298507462,0.6759259259259259,1.5549197265935464
289,SkinThickness_Low DiabetesPedigreeFunction_Low → BMI_Low,0.1492537313432835,0.5063291139240506,1.6058722193094148
291,DiabetesPedigreeFunction_Low BMI_Low → SkinThickness_Low,0.1492537313432835,0.7017543859649122,1.6143362698591972
292,SkinThickness_Low Age_Low → BMI_Low,0.169776119402985,0.5796178343949044,1.838314551690348
294,Age_Low BMI_Low → SkinThickness_Low,0.169776119402985,0.7222222222222221,1.6614210777300904
295,BMI_Low → SkinThickness_Low,0.169776119402985,0.5384615384615384,1.838314551690348
295,BMI_Low → Age_Low,0.169776119402985,0.5384615384615384,1.838314551690348
316,Age_Medium → BMI_Medium,0.1175373134328358,0.5080645161290323,1.4881015335801162
316,Age_Medium → DiabetesPedigreeFunction_Low,0.1175373134328358,0.5080645161290323,1.4881015335801162
342,SkinThickness_Low Glucose_Medium Pregnancies_Low → BMI_Low,0.1119402985074626,0.5714285714285714,1.8123415046491969
345,Glucose_Medium Pregnancies_Low BMI_Low → SkinThickness_Low,0.1119402985074626,0.7317073170731707,1.683240866743431
347,Glucose_Medium BMI_Low → SkinThickness_Low,0.1119402985074626,0.5172413793103449,1.8002686968204211
347,Glucose_Medium BMI_Low → Pregnancies_Low,0.1119402985074626,0.5172413793103449,1.8002686968204211
348,Pregnancies_Low BMI_Low → SkinThickness_Low,0.1119402985074626,0.5172413793103449,1.83603562457182
348,Pregnancies_Low BMI_Low → Glucose_Medium,0.1119402985074626,0.5172413793103449,1.83603562457182
358,SkinThickness_Low Age_Low → Glucose_Medium,0.167910447761194,0.5732484076433122,1.415949983856292
358,SkinThickness_Low Age_Low → Pregnancies_Low,0.167910447761194,0.5732484076433122,1.415949983856292
378,Pregnancies_Low BMI_Low → Glucose_Medium,0.1361940298507462,0.6293103448275863,1.4859486556281334
378,Pregnancies_Low BMI_Low → Age_Low,0.1361940298507462,0.6293103448275863,1.4859486556281334
379,Age_Low BMI_Low → Glucose_Medium,0.1361940298507462,0.5793650793650793,1.4310584448833297
379,Age_Low BMI_Low → Pregnancies_Low,0.1361940298507462,0.5793650793650793,1.4310584448833297
402,Pregnancies_Low DiabetesPedigreeFunction_Medium → Glucose_Medium,0.1138059701492537,0.6039603960396039,1.4260915078291971
402,Pregnancies_Low DiabetesPedigreeFunction_Medium → Age_Low,0.1138059701492537,0.6039603960396039,1.4260915078291971
461,SkinThickness_Low DiabetesPedigreeFunction_Low Pregnancies_Low → BMI_Low,0.1063432835820895,0.57,1.8078106508875735
464,DiabetesPedigreeFunction_Low Pregnancies_Low BMI_Low → SkinThickness_Low,0.1063432835820895,0.7215189873417721,1.6598033356875102
465,DiabetesPedigreeFunction_Low BMI_Low → SkinThickness_Low,0.1063432835820895,0.5,1.7402597402597402
465,DiabetesPedigreeFunction_Low BMI_Low → Pregnancies_Low,0.1063432835820895,0.5,1.7402597402597402
466,SkinThickness_Low Pregnancies_Low Age_Low → BMI_Low,0.1399253731343283,0.5681818181818181,1.8020441097364173
469,Pregnancies_Low Age_Low BMI_Low → SkinThickness_Low,0.1399253731343283,0.7142857142857142,1.64316370324954
