,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),nth_fold,n_splits,C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7761194029850746,0.7333333333333333,0.5,0.5945945945945945,0.8353535353535353,3,3,1.0,47,102,0.46078431372549017,0,5,10,10,15,0.4
tree generator (disc),0.7761194029850746,0.675,0.6136363636363636,0.6428571428571429,0.8170454545454545,3,3,1.0,44,102,0.43137254901960786,0,5,10,10,15,0.4
RuleFit Classifier (conti),0.746268656716418,0.631578947368421,0.5454545454545454,0.5853658536585366,0.7972222222222222,3,3,1.0,53,102,0.5196078431372549,0,5,10,10,15,0.4
tree generator (conti),0.7761194029850746,0.6842105263157895,0.5909090909090909,0.6341463414634148,0.8347222222222223,3,3,1.0,47,102,0.46078431372549017,0,5,10,10,15,0.4
linear svm (L),0.3283582089552239,0.3283582089552239,1.0,0.4943820224719101,0.8103535353535354,0,3,0.0,0,102,0.0,0,5,10,10,15,0.4
non-linear svm (L),0.664179104477612,0.4918032786885246,0.6818181818181818,0.5714285714285714,0.786111111111111,2,3,0.6666666666666666,30,102,0.29411764705882354,0,5,10,10,15,0.4
logistic regression (L),0.7761194029850746,0.7916666666666666,0.4318181818181818,0.5588235294117647,0.7964646464646465,3,3,1.0,59,102,0.5784313725490197,0,5,10,10,15,0.4
linear svm,0.7686567164179104,0.696969696969697,0.5227272727272727,0.5974025974025974,0.8095959595959595,3,3,1.0,46,102,0.45098039215686275,0,5,10,10,15,0.4
non-linear svm,0.8059701492537313,0.8214285714285714,0.5227272727272727,0.6388888888888888,0.8166666666666667,3,3,1.0,54,102,0.5294117647058824,0,5,10,10,15,0.4
logistic regression,0.7761194029850746,0.71875,0.5227272727272727,0.6052631578947368,0.8214646464646465,3,3,1.0,49,102,0.4803921568627451,0,5,10,10,15,0.4
rule_based_prediction,0.3283582089552239,0.3283582089552239,1.0,0.4943820224719101,0.5,0,3,0.0,0,102,0.0,0,5,10,10,15,0.4
