,accuracy,precision,recall,f1,auc,n_violation,n_rule,violation_rate,n_violation (instance),n_evaluation (instance),violation_rate (instance),C1,C2,n_unsupervised,rule_thr
RuleFit Classifier (disc),0.7835820895522388,0.742431080228633,0.5212714040287716,0.6102522522522522,0.8156510039397439,30.8,31.4,0.9846153846153847,1620.8,1918.6,0.8462070537854223,10,10,15,0.2
tree generator (disc),0.7417910447761195,0.627843137254902,0.5577058686985013,0.5826078158358861,0.7723221095803497,31.4,31.4,1.0,1553.4,1918.6,0.8107181998049665,10,10,15,0.2
RuleFit Classifier (conti),0.7328358208955226,0.601978533557481,0.553471230599716,0.5719077287920719,0.7951160428050499,31.4,31.4,1.0,1557.4,1918.6,0.8135077462515948,10,10,15,0.2
tree generator (conti),0.782089552238806,0.7151582081225442,0.5681060663269597,0.6274596341814758,0.832599556154117,31.2,31.4,0.9948717948717949,1603.8,1918.6,0.8369357749937578,10,10,15,0.2
linear svm,0.7791044776119402,0.711435632415234,0.551175322959055,0.6186934885730067,0.8378045112241415,30.8,31.4,0.9846153846153847,1620.2,1918.6,0.8454190005061524,10,10,15,0.2
non-linear svm,0.7805970149253731,0.7590702845541555,0.4797139493254202,0.5872011268658709,0.8380644745522868,31.4,31.4,1.0,1673.8,1918.6,0.8715069257861078,10,10,15,0.2
logistic regression,0.7820895522388059,0.7311434000741563,0.5301646846611826,0.6124642986803386,0.8405733226121905,31.4,31.4,1.0,1643.0,1918.6,0.8569109788958746,10,10,15,0.2
linear svm (L),0.6164179104477612,0.467204402428283,0.8984741611302667,0.6095668036806547,0.6947203716764908,26.6,31.4,0.8357333499833499,794.0,1918.6,0.41235564411603487,10,10,15,0.2
non-linear svm (L),0.708955223880597,0.5467984911332007,0.7491842462744074,0.6212423293356759,0.8091493063216179,30.2,31.4,0.9643047785547786,827.4,1918.6,0.4301325421942999,10,10,15,0.2
logistic regression (L),0.7328358208955222,0.8016450216450217,0.24999348890174183,0.37640726545043046,0.8329982633968622,31.0,31.4,0.9875,940.4,1918.6,0.4862520056840272,10,10,15,0.2
rule_based_prediction,0.32537313432835824,0.32537313432835824,1.0,0.4891782889030731,0.5,13.2,31.4,0.4239571262071262,899.4,1918.6,0.4731590574202652,10,10,15,0.2
