,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,'Outcome','Pregnancies_Low',0.3246268656716418,0.6548507462686567,0.16417910447761194,0.5057471264367817,0.7723090021940597,-0.048403040766317657,0.6983252342936481,-0.3038765788208557
1,'Pregnancies_Medium','Outcome',0.23880597014925373,0.3246268656716418,0.11007462686567164,0.4609375,1.4198994252873562,0.03255179327244376,1.2528661042613023,0.3885011631771354
2,'Outcome','Glucose_Medium',0.3246268656716418,0.6026119402985075,0.16977611940298507,0.5229885057471264,0.8678694708373367,-0.02584790599242595,0.833078582988671,-0.18395759017043214
3,'Glucose_High','Outcome',0.19962686567164178,0.3246268656716418,0.14365671641791045,0.719626168224299,2.2167794607369213,0.07885247271107151,2.408830845771144,0.6857990494354131
4,'Outcome','Glucose_High',0.3246268656716418,0.19962686567164178,0.14365671641791045,0.4425287356321839,2.2167794607369213,0.07885247271107151,1.4357208801354053,0.8127287077563322
5,'Outcome','BloodPressure_Medium',0.3246268656716418,0.6585820895522388,0.21455223880597016,0.6609195402298851,1.0035492168929698,0.0007587992871463667,1.0068934986086515,0.005236608215229463
6,'Outcome','SkinThickness_Medium',0.3246268656716418,0.47201492537313433,0.17164179104477612,0.5287356321839081,1.1201671891327065,0.01841306527066161,1.120358572988715,0.15883977900552482
7,'Outcome','BMI_Medium',0.3246268656716418,0.5597014925373134,0.21641791044776118,0.6666666666666666,1.1911111111111112,0.03472376921363332,1.3208955223880596,0.23756906077348064
8,'Outcome','DiabetesPedigreeFunction_Low',0.3246268656716418,0.6156716417910447,0.16977611940298507,0.5229885057471264,0.8494601184256357,-0.03008743595455557,0.8057004135946773,-0.2078584138892896
9,'Outcome','Age_Low',0.3246268656716418,0.6809701492537313,0.17350746268656717,0.5344827586206897,0.7848842701936704,-0.047553742481621725,0.6853233830845772,-0.28866632860040553
10,'Age_Medium','Outcome',0.23134328358208955,0.3246268656716418,0.11194029850746269,0.4838709677419355,1.4905450500556174,0.03684005346402318,1.3085354477611941,0.4281553398058254
