,rule,type,coef,support,importance
0,Pregnancies_Low,linear,-0.054816667663298145,1.0,0.026126507464372797
1,Pregnancies_Medium,linear,0.0,1.0,0.0
2,Pregnancies_High,linear,0.0,1.0,0.0
3,Glucose_Low,linear,-1.3083676734895993,1.0,0.5387889191757832
4,Glucose_Medium,linear,0.0,1.0,0.0
5,Glucose_High,linear,1.1300962733579638,1.0,0.44525951982045553
6,BloodPressure_Low,linear,0.0,1.0,0.0
7,BloodPressure_Medium,linear,0.0,1.0,0.0
8,BloodPressure_High,linear,0.0,1.0,0.0
9,SkinThickness_Low,linear,0.0,1.0,0.0
10,SkinThickness_Medium,linear,0.0,1.0,0.0
11,SkinThickness_High,linear,0.0,1.0,0.0
12,BMI_Low,linear,-0.931278542135753,1.0,0.4360574553299445
13,BMI_Medium,linear,0.0,1.0,0.0
14,BMI_High,linear,0.0,1.0,0.0
15,DiabetesPedigreeFunction_Low,linear,-0.19339208109353845,1.0,0.09362553867045859
16,DiabetesPedigreeFunction_Medium,linear,0.0,1.0,0.0
17,DiabetesPedigreeFunction_High,linear,0.0,1.0,0.0
18,Age_Low,linear,-0.5941527716800543,1.0,0.2794262453619297
19,Age_Medium,linear,0.0,1.0,0.0
20,Age_High,linear,0.0,1.0,0.0
21,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High <= 0.5 & Pregnancies_Low <= 0.5,rule,0.0,0.023391812865497075,0.0
22,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High <= 0.5 & Pregnancies_Low > 0.5 & BloodPressure_Low <= 0.5 & BloodPressure_High <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & BMI_Low <= 0.5,rule,0.0,0.0029239766081871343,0.0
23,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High <= 0.5 & Pregnancies_Low > 0.5 & BloodPressure_Low <= 0.5 & BloodPressure_High <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & BMI_Low > 0.5,rule,0.0,0.02046783625730994,0.0
24,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High <= 0.5 & Pregnancies_Low > 0.5 & BloodPressure_Low <= 0.5 & BloodPressure_High <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5,rule,0.0,0.011695906432748537,0.0
25,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High <= 0.5 & Pregnancies_Low > 0.5 & BloodPressure_Low <= 0.5 & BloodPressure_High > 0.5,rule,0.0,0.0029239766081871343,0.0
26,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High <= 0.5 & Pregnancies_Low > 0.5 & BloodPressure_Low > 0.5,rule,0.0,0.023391812865497075,0.0
27,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium <= 0.5 & BMI_High > 0.5,rule,0.0,0.008771929824561403,0.0
28,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_Medium <= 0.5 & Age_High <= 0.5 & BMI_Medium <= 0.5,rule,0.0,0.03508771929824561,0.0
29,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_Medium <= 0.5 & Age_High <= 0.5 & BMI_Medium > 0.5 & Age_Medium <= 0.5 & DiabetesPedigreeFunction_High <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & BloodPressure_Low <= 0.5,rule,0.0,0.02046783625730994,0.0
30,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_Medium <= 0.5 & Age_High <= 0.5 & BMI_Medium > 0.5 & Age_Medium <= 0.5 & DiabetesPedigreeFunction_High <= 0.5 & DiabetesPedigreeFunction_Medium <= 0.5 & BloodPressure_Low > 0.5,rule,0.0,0.008771929824561403,0.0
31,Glucose_High <= 0.5 & Glucose_Medium <= 0.5 & SkinThickness_High <= 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_Medium <= 0.5 & Age_High <= 0.5 & BMI_Medium > 0.5 & Age_Medium <= 0.5 & DiabetesPedigreeFunction_High <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & BloodPressure_Low <= 0.5,rule,0.0,0.008771929824561403,0.0
