,rule,type,coef,support,importance
3,Glucose_Low,linear,-1.3083007034180183,1.0,0.5387613407410548
5,Glucose_High,linear,1.129258436613836,1.0,0.4449294109658623
12,BMI_Low,linear,-0.9321548978643067,1.0,0.4364677959870808
18,Age_Low,linear,-0.5931385587926519,1.0,0.2789492675329394
182,Pregnancies_Medium <= 0.5 & Glucose_High <= 0.5 & Pregnancies_High <= 0.5 & BMI_Low > 0.5 & SkinThickness_Medium <= 0.5 & Age_High <= 0.5,rule,-0.4652914230958998,0.15588235294117647,0.1687815664432758
603,Glucose_High <= 0.5 & DiabetesPedigreeFunction_Low > 0.5 & Age_Medium > 0.5 & SkinThickness_High <= 0.5 & BloodPressure_Medium > 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_High <= 0.5 & Glucose_Low <= 0.5,rule,-0.41538915838164475,0.023668639053254437,0.06314521124341056
5138,Pregnancies_Low > 0.5 & Age_Low > 0.5 & SkinThickness_Low > 0.5 & BloodPressure_Medium <= 0.5,rule,-0.47830493541048397,0.10416666666666667,0.14611098036564418
6434,Glucose_Medium <= 0.5 & Glucose_High > 0.5 & Age_High <= 0.5 & BloodPressure_High <= 0.5 & SkinThickness_Low > 0.5,rule,0.47626761884010615,0.04310344827586207,0.09672518241160027
7836,DiabetesPedigreeFunction_High > 0.5 & Pregnancies_Low > 0.5 & BMI_Medium <= 0.5,rule,-0.4086790048486774,0.02346041055718475,0.06185788380386418
8113,Glucose_Low <= 0.5 & Glucose_High <= 0.5 & BloodPressure_Low <= 0.5 & Age_Low <= 0.5 & DiabetesPedigreeFunction_Low <= 0.5 & BMI_Medium > 0.5 & SkinThickness_High <= 0.5,rule,0.4635175326542106,0.023668639053254437,0.0704614261684301
8160,Glucose_Low <= 0.5 & Glucose_High <= 0.5 & BloodPressure_Low > 0.5 & Age_Medium <= 0.5 & Pregnancies_High <= 0.5,rule,-0.6658207117065967,0.10059171597633136,0.20027043940652384
10078,BMI_Low <= 0.5 & Pregnancies_High > 0.5 & DiabetesPedigreeFunction_Low <= 0.5,rule,0.8518387602106221,0.030303030303030304,0.14602205183575087
10877,BMI_Low <= 0.5 & Glucose_Low <= 0.5 & Glucose_Medium <= 0.5 & DiabetesPedigreeFunction_High <= 0.5 & BloodPressure_Medium <= 0.5,rule,1.171948372563963,0.045317220543806644,0.24376405028726017
