,rule,type,coef,support,importance
0,Pregnancies_Low,linear,-0.35168386308895944,1.0,0.16719645847001316
3,Glucose_Low,linear,-1.2426977933293677,1.0,0.49498028101050073
5,Glucose_High,linear,1.3657933828458566,1.0,0.5459347631777126
10,SkinThickness_Medium,linear,0.017231420558321147,1.0,0.008602204658567748
12,BMI_Low,linear,-0.6650058779400796,1.0,0.3089847738268648
15,DiabetesPedigreeFunction_Low,linear,-0.3585932309511687,1.0,0.17443268976548154
18,Age_Low,linear,-0.2143255403240591,1.0,0.0998972711617765
19,Age_Medium,linear,0.062237655342586407,1.0,0.026245078987906362
243,Pregnancies_Medium <= 0.5 & Glucose_High > 0.5 & Age_Medium <= 0.5 & BMI_Low <= 0.5 & DiabetesPedigreeFunction_Low <= 0.5,rule,0.3945310451667782,0.03235294117647059,0.06980661152939867
539,Glucose_High > 0.5 & SkinThickness_Low <= 0.5 & BloodPressure_Medium <= 0.5 & SkinThickness_Medium > 0.5 & Pregnancies_High <= 0.5,rule,0.10923352640600477,0.03592814371257485,0.020329563145716118
797,Glucose_High <= 0.5 & DiabetesPedigreeFunction_Low > 0.5 & BMI_Low > 0.5 & BloodPressure_High <= 0.5 & Pregnancies_Medium <= 0.5 & Age_High <= 0.5 & SkinThickness_Low > 0.5,rule,-0.25224101062790655,0.0927536231884058,0.07317180370544772
1351,Glucose_High <= 0.5 & Pregnancies_Low > 0.5 & Age_Low > 0.5 & BMI_Medium > 0.5 & DiabetesPedigreeFunction_Low > 0.5 & SkinThickness_Low <= 0.5,rule,-0.6815718400013269,0.09144542772861357,0.19645728851939778
1638,Glucose_Low > 0.5 & Age_High <= 0.5 & Age_Medium <= 0.5,rule,-0.3276569080318254,0.14739884393063585,0.116155378925527
2417,BMI_Low > 0.5 & BloodPressure_Medium <= 0.5 & Pregnancies_High <= 0.5,rule,-0.48436288905723685,0.0943952802359882,0.14161698354704758
4343,BMI_Low <= 0.5 & Glucose_High <= 0.5 & Age_Low <= 0.5 & BMI_High <= 0.5 & BloodPressure_Low <= 0.5 & DiabetesPedigreeFunction_High <= 0.5 & DiabetesPedigreeFunction_Medium > 0.5 & Glucose_Low <= 0.5,rule,0.33818936829879104,0.02346041055718475,0.05118853280871334
